lad19cd,ex_prob
E06000001,0.5158
E06000002,0.463
E06000003,0.8515
E06000004,0.2902
E06000005,0.5307
E06000006,0.7127
E06000007,0.2207
E06000008,0.8948
E06000009,0.4068
E06000010,0.0732
E06000011,0.0438
E06000012,0.5814
E06000013,0.1861
E06000014,0.2829
E06000015,0.7306
E06000016,0.6741
E06000017,0
E06000018,0.9495
E06000019,0.5221
E06000020,0.3951
E06000021,0.2958
E06000022,0.4082
E06000023,0.2652
E06000024,0.2602
E06000025,0.3965
E06000026,0.2709
E06000027,0.2476
E06000030,0.9948
E06000031,0.889
E06000032,0.8125
E06000033,0.23
E06000034,0.5263
E06000035,0.5921
E06000036,0.2501
E06000037,0.1927
E06000038,0.2304
E06000039,0.9587
E06000040,0.0594
E06000041,0.2511
E06000042,0.5918
E06000043,0.1343
E06000044,0.2123
E06000045,0.0224
E06000046,0.3699
E06000047,0.1539
E06000049,0.9373
E06000050,0.7434
E06000051,0.4571
"E06000052,E06000053",0.054
E06000054,0.5866
E06000055,0.6318
E06000056,0.5421
E06000057,0.0364
E06000058,0.0352
E06000059,0.144
E07000004,0.6683
E07000005,0.3534
E07000006,0.4654
E07000007,0.7866
E07000008,0.0994
E07000009,0.2128
E07000010,0.3146
E07000011,0.2609
E07000012,0.177
E07000026,0.7459
E07000027,0.4973
E07000028,0.9831
E07000029,0.4434
E07000030,0.4494
E07000031,0.9261
E07000032,0.0048
E07000033,0.078
E07000034,0.5463
E07000035,0.6377
E07000036,0.1501
E07000037,0.5426
E07000038,0.8273
E07000039,0.5245
E07000040,0.5042
E07000041,0.1576
E07000042,0.2038
E07000043,0.1773
E07000044,0
E07000045,0.1322
E07000046,0.5556
E07000047,0.3041
E07000061,0.9581
E07000062,0.0593
E07000063,0.143
E07000064,0
E07000065,0.3822
E07000066,0.2177
E07000067,0.1411
E07000068,0.0874
E07000069,0.5461
E07000070,0.1328
E07000071,0.187
E07000072,0.6959
E07000073,0.49370000000000003
E07000074,0
E07000075,0.3368
E07000076,0.17
E07000077,0.2731
E07000078,0.1633
E07000079,0.1895
E07000080,0
E07000081,0.2612
E07000082,0.2479
E07000083,0.0486
E07000084,0.6198
E07000085,0.5921
E07000086,0.0915
E07000087,0
E07000088,0.5213
E07000089,0.4081
E07000090,0.6429
E07000091,0.7784
E07000092,0.5901
E07000093,0.1517
E07000094,0.4203
E07000095,0.6943
E07000096,0.6303
E07000098,0.0516
E07000099,0.5129
E07000102,0.6577
E07000103,0.7412
E07000105,0.4138
E07000106,0.2149
E07000107,0.5345
E07000108,0.233
E07000109,0.5668
E07000110,0.7361
E07000111,0.3189
E07000112,0.7928
E07000113,0.9634
E07000114,0.8339
E07000115,0.1644
E07000116,0.4942
E07000117,0.5875
E07000118,0.7869
E07000119,0.8111
E07000120,0.5107
E07000121,0.337
E07000122,0.9439
E07000123,0.9881
E07000124,0.123
E07000125,0.776
E07000126,0.1837
E07000127,0.862
E07000128,0.3804
E07000129,8e-4
E07000130,0.8298
E07000131,0.036
E07000132,0.9586
E07000133,0.8878
E07000134,0.4202
E07000135,0.3344
E07000136,0.4661
E07000137,0.6357
E07000138,0.9217
E07000139,0.1061
E07000140,0.4513
E07000141,0.4633
E07000142,0.6483
E07000143,0.4152
E07000144,0.2995
E07000145,0.1003
E07000146,0.5704
E07000147,0.1277
E07000148,0.1056
E07000149,0.0997
E07000150,0.8316
E07000151,0.3379
E07000152,0.8589
E07000153,0.2669
E07000154,0.8748
E07000155,0.3645
E07000156,0.8859
E07000163,0
E07000164,0.8767
E07000165,0.4635
E07000166,0.7414
E07000167,0
E07000168,0.212
E07000169,0.128
E07000170,0.3346
E07000171,0.7796
E07000172,0.1621
E07000173,0.1152
E07000174,0.2715
E07000175,0.9747
E07000176,0.2645
E07000177,0.5814
E07000178,0.649
E07000179,0.1887
E07000180,0.219
E07000181,0.2685
E07000187,0.7299
E07000188,0.1407
E07000189,0.0429
E07000192,0.7323
E07000193,0.7988
E07000194,0.878
E07000195,0.6918
E07000196,0.1816
E07000197,0.8339
E07000198,0.818
E07000199,0.364
E07000200,0.0507
E07000202,0.552
E07000203,0.057
E07000207,0.7944
E07000208,0.4642
E07000209,0.1543
E07000210,0.563
E07000211,0.582
E07000212,0.6308
E07000213,0.1108
E07000214,0.503
E07000215,0.3894
E07000216,0.3787
E07000217,0.768
E07000218,0.3493
E07000219,0.9915
E07000220,0.8104
E07000221,0.3983
E07000222,0.4373
E07000223,0.1734
E07000224,0.0265
E07000225,0
E07000226,0.6129
E07000227,0.215
E07000228,0.2981
E07000229,0.425
E07000234,0.4863
E07000235,0
E07000236,0.1252
E07000237,0.3245
E07000238,0.0709
E07000239,0.1694
E07000240,0.2037
E07000241,0.6615
E07000242,0.3375
E07000243,0.1612
E07000244,0.1971
E07000245,0.0563
E07000246,0.4404
E08000001,0.8634
E08000002,0.9649
E08000003,0.886
E08000004,0.9177
E08000005,0.7893
E08000006,0.7969
E08000007,0.9446
E08000008,0.8895
E08000009,0.7465
E08000010,0.2377
E08000011,0.7321
E08000012,0.9681
E08000013,0.2258
E08000014,0.4625
E08000015,0.6253
E08000016,0.9302
E08000017,0.0448
E08000018,0.5167
E08000019,0.416
E08000021,0.7445
E08000022,0.2292
E08000023,0.3012
E08000024,0.3767
E08000025,0.3646
E08000026,0.8766
E08000027,0.4111
E08000028,0.4217
E08000029,0.6217
E08000030,0.7276
E08000031,0.8151
E08000032,0.8547
E08000033,0.9677
E08000034,0.917
E08000035,0.9736
E08000036,0.8641
E08000037,0.5736
"E09000001,E09000033",0.2019
E09000002,0.9897
E09000003,0.8631
E09000004,0.2321
E09000005,0.4428
E09000006,0.4879
E09000007,0.4194
E09000008,0.6349
E09000009,0.4936
E09000010,0.8744
E09000011,0.4592
E09000012,0.9417
E09000013,0.1959
E09000014,0.4522
E09000015,0.9329
E09000016,0.6395
E09000017,0.2289
E09000018,0.4605
E09000019,0.2749
E09000020,0.3651
E09000021,0.3228
E09000022,0.6669
E09000023,0.6864
E09000024,0.2823
E09000025,0.7917
E09000026,0.8597
E09000027,0.5151
E09000028,0.4965
E09000029,0.3082
E09000030,0.1503
E09000031,0.408
E09000032,0.5848
