analysis_timestamp,lad19cd,ex_prob
2020-07-08T15:53:24Z,E06000001,0.509
2020-07-08T15:53:24Z,E06000002,0.499
2020-07-08T15:53:24Z,E06000003,0.461
2020-07-08T15:53:24Z,E06000004,0.471
2020-07-08T15:53:24Z,E06000005,0.494
2020-07-08T15:53:24Z,E06000006,0.403
2020-07-08T15:53:24Z,E06000007,0.366
2020-07-08T15:53:24Z,E06000008,0.419
2020-07-08T15:53:24Z,E06000009,0.354
2020-07-08T15:53:24Z,E06000010,0.512
2020-07-08T15:53:24Z,E06000011,0.425
2020-07-08T15:53:24Z,E06000012,0.156
2020-07-08T15:53:24Z,E06000013,0.385
2020-07-08T15:53:24Z,E06000014,0.393
2020-07-08T15:53:24Z,E06000015,0.263
2020-07-08T15:53:24Z,E06000016,0.141
2020-07-08T15:53:24Z,E06000017,0.13
2020-07-08T15:53:24Z,E06000018,0.226
2020-07-08T15:53:24Z,E06000019,0.293
2020-07-08T15:53:24Z,E06000020,0.305
2020-07-08T15:53:24Z,E06000021,0.269
2020-07-08T15:53:24Z,E06000022,0.166
2020-07-08T15:53:24Z,E06000023,0.284
2020-07-08T15:53:24Z,E06000024,0.35
2020-07-08T15:53:24Z,E06000025,0.255
2020-07-08T15:53:24Z,E06000026,0.338
2020-07-08T15:53:24Z,E06000027,0.291
2020-07-08T15:53:24Z,E06000030,0.391
2020-07-08T15:53:24Z,E06000031,0.251
2020-07-08T15:53:24Z,E06000032,0.287
2020-07-08T15:53:24Z,E06000033,0.22
2020-07-08T15:53:24Z,E06000034,0.325
2020-07-08T15:53:24Z,E06000035,0.326
2020-07-08T15:53:24Z,E06000036,0.272
2020-07-08T15:53:24Z,E06000037,0.255
2020-07-08T15:53:24Z,E06000038,0.418
2020-07-08T15:53:24Z,E06000039,0.288
2020-07-08T15:53:24Z,E06000040,0.136
2020-07-08T15:53:24Z,E06000041,0.321
2020-07-08T15:53:24Z,E06000042,0.226
2020-07-08T15:53:24Z,E06000043,0.352
2020-07-08T15:53:24Z,E06000044,0.264
2020-07-08T15:53:24Z,E06000045,0.411
2020-07-08T15:53:24Z,E06000046,0.448
2020-07-08T15:53:24Z,E06000047,0.493
2020-07-08T15:53:24Z,E06000049,0.367
2020-07-08T15:53:24Z,E06000050,0.482
2020-07-08T15:53:24Z,E06000051,0.395
2020-07-08T15:53:24Z,"E06000052,E06000053",0.109
2020-07-08T15:53:24Z,E06000054,0.297
2020-07-08T15:53:24Z,E06000055,0.359
2020-07-08T15:53:24Z,E06000056,0.384
2020-07-08T15:53:24Z,E06000057,0.471
2020-07-08T15:53:24Z,E06000058,0.224
2020-07-08T15:53:24Z,E06000059,0.142
2020-07-08T15:53:24Z,E07000004,0.368
2020-07-08T15:53:24Z,E07000005,0.247
2020-07-08T15:53:24Z,E07000006,0.154
2020-07-08T15:53:24Z,E07000007,0.2
2020-07-08T15:53:24Z,E07000008,0.194
2020-07-08T15:53:24Z,E07000009,0.218
2020-07-08T15:53:24Z,E07000010,0.308
2020-07-08T15:53:24Z,E07000011,0.286
2020-07-08T15:53:24Z,E07000012,0.162
2020-07-08T15:53:24Z,E07000026,0.289
2020-07-08T15:53:24Z,E07000027,0.365
2020-07-08T15:53:24Z,E07000028,0.276
2020-07-08T15:53:24Z,E07000029,0.349
2020-07-08T15:53:24Z,E07000030,0.247
2020-07-08T15:53:24Z,E07000031,0.307
2020-07-08T15:53:24Z,E07000032,0.225
2020-07-08T15:53:24Z,E07000033,0.22
2020-07-08T15:53:24Z,E07000034,0.223
2020-07-08T15:53:24Z,E07000035,0.131
2020-07-08T15:53:24Z,E07000036,0.25
2020-07-08T15:53:24Z,E07000037,0.272
2020-07-08T15:53:24Z,E07000038,0.274
2020-07-08T15:53:24Z,E07000039,0.227
2020-07-08T15:53:24Z,E07000040,0.189
2020-07-08T15:53:24Z,E07000041,0.275
2020-07-08T15:53:24Z,E07000042,0.381
2020-07-08T15:53:24Z,E07000043,0.248
2020-07-08T15:53:24Z,E07000044,0.372
2020-07-08T15:53:24Z,E07000045,0.237
2020-07-08T15:53:24Z,E07000046,0.245
2020-07-08T15:53:24Z,E07000047,0.254
2020-07-08T15:53:24Z,E07000061,0.331
2020-07-08T15:53:24Z,E07000062,0.151
2020-07-08T15:53:24Z,E07000063,0.313
2020-07-08T15:53:24Z,E07000064,0.129
2020-07-08T15:53:24Z,E07000065,0.257
2020-07-08T15:53:24Z,E07000066,0.332
2020-07-08T15:53:24Z,E07000067,0.276
2020-07-08T15:53:24Z,E07000068,0.212
2020-07-08T15:53:24Z,E07000069,0.207
2020-07-08T15:53:24Z,E07000070,0.288
2020-07-08T15:53:24Z,E07000071,0.323
2020-07-08T15:53:24Z,E07000072,0.267
2020-07-08T15:53:24Z,E07000073,0.368
2020-07-08T15:53:24Z,E07000074,0.174
2020-07-08T15:53:24Z,E07000075,0.235
2020-07-08T15:53:24Z,E07000076,0.456
2020-07-08T15:53:24Z,E07000077,0.278
2020-07-08T15:53:24Z,E07000078,0.39
2020-07-08T15:53:24Z,E07000079,0.263
2020-07-08T15:53:24Z,E07000080,0.218
2020-07-08T15:53:24Z,E07000081,0.449
2020-07-08T15:53:24Z,E07000082,0.302
2020-07-08T15:53:24Z,E07000083,0.355
2020-07-08T15:53:24Z,E07000084,0.425
2020-07-08T15:53:24Z,E07000085,0.379
2020-07-08T15:53:24Z,E07000086,0.395
2020-07-08T15:53:24Z,E07000087,0.282
2020-07-08T15:53:24Z,E07000088,0.332
2020-07-08T15:53:24Z,E07000089,0.269
2020-07-08T15:53:24Z,E07000090,0.331
2020-07-08T15:53:24Z,E07000091,0.315
2020-07-08T15:53:24Z,E07000092,0.377
2020-07-08T15:53:24Z,E07000093,0.377
2020-07-08T15:53:24Z,E07000094,0.361
2020-07-08T15:53:24Z,E07000095,0.213
2020-07-08T15:53:24Z,E07000096,0.235
2020-07-08T15:53:24Z,E07000098,0.331
2020-07-08T15:53:24Z,E07000099,0.249
2020-07-08T15:53:24Z,E07000102,0.291
2020-07-08T15:53:24Z,E07000103,0.366
2020-07-08T15:53:24Z,E07000105,0.247
2020-07-08T15:53:24Z,E07000106,0.283
2020-07-08T15:53:24Z,E07000107,0.234
2020-07-08T15:53:24Z,E07000108,0.321
2020-07-08T15:53:24Z,E07000109,0.267
2020-07-08T15:53:24Z,E07000110,0.242
2020-07-08T15:53:24Z,E07000111,0.176
2020-07-08T15:53:24Z,E07000112,0.235
2020-07-08T15:53:24Z,E07000113,0.316
2020-07-08T15:53:24Z,E07000114,0.4
2020-07-08T15:53:24Z,E07000115,0.148
2020-07-08T15:53:24Z,E07000116,0.24
2020-07-08T15:53:24Z,E07000117,0.3
2020-07-08T15:53:24Z,E07000118,0.381
2020-07-08T15:53:24Z,E07000119,0.315
2020-07-08T15:53:24Z,E07000120,0.334
2020-07-08T15:53:24Z,E07000121,0.404
2020-07-08T15:53:24Z,E07000122,0.355
2020-07-08T15:53:24Z,E07000123,0.363
2020-07-08T15:53:24Z,E07000124,0.252
2020-07-08T15:53:24Z,E07000125,0.273
2020-07-08T15:53:24Z,E07000126,0.336
2020-07-08T15:53:24Z,E07000127,0.302
2020-07-08T15:53:24Z,E07000128,0.404
2020-07-08T15:53:24Z,E07000129,0.132
2020-07-08T15:53:24Z,E07000130,0.166
2020-07-08T15:53:24Z,E07000131,0.133
2020-07-08T15:53:24Z,E07000132,0.196
2020-07-08T15:53:24Z,E07000133,0.123
2020-07-08T15:53:24Z,E07000134,0.096
2020-07-08T15:53:24Z,E07000135,0.14
2020-07-08T15:53:24Z,E07000136,0.385
2020-07-08T15:53:24Z,E07000137,0.142
2020-07-08T15:53:24Z,E07000138,0.194
2020-07-08T15:53:24Z,E07000139,0.173
2020-07-08T15:53:24Z,E07000140,0.382
2020-07-08T15:53:24Z,E07000141,0.22
2020-07-08T15:53:24Z,E07000142,0.141
2020-07-08T15:53:24Z,E07000143,0.33
2020-07-08T15:53:24Z,E07000144,0.386
2020-07-08T15:53:24Z,E07000145,0.372
2020-07-08T15:53:24Z,E07000146,0.448
2020-07-08T15:53:24Z,E07000147,0.291
2020-07-08T15:53:24Z,E07000148,0.276
2020-07-08T15:53:24Z,E07000149,0.242
2020-07-08T15:53:24Z,E07000150,0.317
2020-07-08T15:53:24Z,E07000151,0.213
2020-07-08T15:53:24Z,E07000152,0.269
2020-07-08T15:53:24Z,E07000153,0.446
2020-07-08T15:53:24Z,E07000154,0.403
2020-07-08T15:53:24Z,E07000155,0.249
2020-07-08T15:53:24Z,E07000156,0.37
2020-07-08T15:53:24Z,E07000163,0.158
2020-07-08T15:53:24Z,E07000164,0.347
2020-07-08T15:53:24Z,E07000165,0.362
2020-07-08T15:53:24Z,E07000166,0.386
2020-07-08T15:53:24Z,E07000167,0.418
2020-07-08T15:53:24Z,E07000168,0.488
2020-07-08T15:53:24Z,E07000169,0.184
2020-07-08T15:53:24Z,E07000170,0.32
2020-07-08T15:53:24Z,E07000171,0.246
2020-07-08T15:53:24Z,E07000172,0.202
2020-07-08T15:53:24Z,E07000173,0.266
2020-07-08T15:53:24Z,E07000174,0.247
2020-07-08T15:53:24Z,E07000175,0.208
2020-07-08T15:53:24Z,E07000176,0.167
2020-07-08T15:53:24Z,E07000177,0.355
2020-07-08T15:53:24Z,E07000178,0.34
2020-07-08T15:53:24Z,E07000179,0.371
2020-07-08T15:53:24Z,E07000180,0.334
2020-07-08T15:53:24Z,E07000181,0.442
2020-07-08T15:53:24Z,E07000187,0.201
2020-07-08T15:53:24Z,E07000188,0.333
2020-07-08T15:53:24Z,E07000189,0.237
2020-07-08T15:53:24Z,E07000192,0.153
2020-07-08T15:53:24Z,E07000193,0.25
2020-07-08T15:53:24Z,E07000194,0.215
2020-07-08T15:53:24Z,E07000195,0.255
2020-07-08T15:53:24Z,E07000196,0.165
2020-07-08T15:53:24Z,E07000197,0.244
2020-07-08T15:53:24Z,E07000198,0.14
2020-07-08T15:53:24Z,E07000199,0.236
2020-07-08T15:53:24Z,E07000200,0.311
2020-07-08T15:53:24Z,E07000202,0.34
2020-07-08T15:53:24Z,E07000203,0.305
2020-07-08T15:53:24Z,E07000207,0.227
2020-07-08T15:53:24Z,E07000208,0.313
2020-07-08T15:53:24Z,E07000209,0.358
2020-07-08T15:53:24Z,E07000210,0.306
2020-07-08T15:53:24Z,E07000211,0.435
2020-07-08T15:53:24Z,E07000212,0.218
2020-07-08T15:53:24Z,E07000213,0.276
2020-07-08T15:53:24Z,E07000214,0.373
2020-07-08T15:53:24Z,E07000215,0.351
2020-07-08T15:53:24Z,E07000216,0.376
2020-07-08T15:53:24Z,E07000217,0.284
2020-07-08T15:53:24Z,E07000218,0.195
2020-07-08T15:53:24Z,E07000219,0.337
2020-07-08T15:53:24Z,E07000220,0.209
2020-07-08T15:53:24Z,E07000221,0.338
2020-07-08T15:53:24Z,E07000222,0.201
2020-07-08T15:53:24Z,E07000223,0.387
2020-07-08T15:53:24Z,E07000224,0.289
2020-07-08T15:53:24Z,E07000225,0.223
2020-07-08T15:53:24Z,E07000226,0.318
2020-07-08T15:53:24Z,E07000227,0.453
2020-07-08T15:53:24Z,E07000228,0.427
2020-07-08T15:53:24Z,E07000229,0.434
2020-07-08T15:53:24Z,E07000234,0.322
2020-07-08T15:53:24Z,E07000235,0.225
2020-07-08T15:53:24Z,E07000236,0.379
2020-07-08T15:53:24Z,E07000237,0.279
2020-07-08T15:53:24Z,E07000238,0.292
2020-07-08T15:53:24Z,E07000239,0.356
2020-07-08T15:53:24Z,E07000240,0.191
2020-07-08T15:53:24Z,E07000241,0.233
2020-07-08T15:53:24Z,E07000242,0.24
2020-07-08T15:53:24Z,E07000243,0.303
2020-07-08T15:53:24Z,E07000244,0.393
2020-07-08T15:53:24Z,E07000245,0.295
2020-07-08T15:53:24Z,E07000246,0.381
2020-07-08T15:53:24Z,E08000001,0.28
2020-07-08T15:53:24Z,E08000002,0.286
2020-07-08T15:53:24Z,E08000003,0.28
2020-07-08T15:53:24Z,E08000004,0.219
2020-07-08T15:53:24Z,E08000005,0.162
2020-07-08T15:53:24Z,E08000006,0.258
2020-07-08T15:53:24Z,E08000007,0.415
2020-07-08T15:53:24Z,E08000008,0.516
2020-07-08T15:53:24Z,E08000009,0.322
2020-07-08T15:53:24Z,E08000010,0.375
2020-07-08T15:53:24Z,E08000011,0.383
2020-07-08T15:53:24Z,E08000012,0.398
2020-07-08T15:53:24Z,E08000013,0.261
2020-07-08T15:53:24Z,E08000014,0.361
2020-07-08T15:53:24Z,E08000015,0.544
2020-07-08T15:53:24Z,E08000016,0.228
2020-07-08T15:53:24Z,E08000017,0.308
2020-07-08T15:53:24Z,E08000018,0.163
2020-07-08T15:53:24Z,E08000019,0.178
2020-07-08T15:53:24Z,E08000021,0.504
2020-07-08T15:53:24Z,E08000022,0.455
2020-07-08T15:53:24Z,E08000023,0.611
2020-07-08T15:53:24Z,E08000024,0.602
2020-07-08T15:53:24Z,E08000025,0.299
2020-07-08T15:53:24Z,E08000026,0.286
2020-07-08T15:53:24Z,E08000027,0.28
2020-07-08T15:53:24Z,E08000028,0.294
2020-07-08T15:53:24Z,E08000029,0.244
2020-07-08T15:53:24Z,E08000030,0.391
2020-07-08T15:53:24Z,E08000031,0.273
2020-07-08T15:53:24Z,E08000032,0.181
2020-07-08T15:53:24Z,E08000033,0.11
2020-07-08T15:53:24Z,E08000034,0.214
2020-07-08T15:53:24Z,E08000035,0.207
2020-07-08T15:53:24Z,E08000036,0.214
2020-07-08T15:53:24Z,E08000037,0.583
2020-07-08T15:53:24Z,"E09000001,E09000033",0.054
2020-07-08T15:53:24Z,E09000002,0.238
2020-07-08T15:53:24Z,E09000003,0.256
2020-07-08T15:53:24Z,E09000004,0.315
2020-07-08T15:53:24Z,E09000005,0.261
2020-07-08T15:53:24Z,E09000006,0.357
2020-07-08T15:53:24Z,E09000007,0.043
2020-07-08T15:53:24Z,E09000008,0.312
2020-07-08T15:53:24Z,E09000009,0.344
2020-07-08T15:53:24Z,E09000010,0.296
2020-07-08T15:53:24Z,E09000011,0.254
2020-07-08T15:53:24Z,E09000012,0.172
2020-07-08T15:53:24Z,E09000013,0.226
2020-07-08T15:53:24Z,E09000014,0.189
2020-07-08T15:53:24Z,E09000015,0.4
2020-07-08T15:53:24Z,E09000016,0.305
2020-07-08T15:53:24Z,E09000017,0.249
2020-07-08T15:53:24Z,E09000018,0.311
2020-07-08T15:53:24Z,E09000019,0.03
2020-07-08T15:53:24Z,E09000020,0.101
2020-07-08T15:53:24Z,E09000021,0.381
2020-07-08T15:53:24Z,E09000022,0.244
2020-07-08T15:53:24Z,E09000023,0.261
2020-07-08T15:53:24Z,E09000024,0.328
2020-07-08T15:53:24Z,E09000025,0.17
2020-07-08T15:53:24Z,E09000026,0.314
2020-07-08T15:53:24Z,E09000027,0.139
2020-07-08T15:53:24Z,E09000028,0.224
2020-07-08T15:53:24Z,E09000029,0.44
2020-07-08T15:53:24Z,E09000030,0.031
2020-07-08T15:53:24Z,E09000031,0.178
2020-07-08T15:53:24Z,E09000032,0.161
