lad19cd,ex_prob
E06000001,0.3301
E06000002,0.7369
E06000003,0.8291
E06000004,0.2214
E06000005,0.5821
E06000006,0.6823
E06000007,0.2041
E06000008,0.9819
E06000009,0.5286
E06000010,0.137
E06000011,0.0512
E06000012,0.1781
E06000013,0.131
E06000014,0.0303
E06000015,0.8599
E06000016,0.8782
E06000017,0
E06000018,0.8054
E06000019,0.7258
E06000020,0.7096
E06000021,0.5436
E06000022,0.3857
E06000023,0.3226
E06000024,0.3089
E06000025,0.3486
E06000026,0.3135
E06000027,0.1167
E06000030,0.9968
E06000031,0.8734
E06000032,0.7723
E06000033,0.1571
E06000034,0.6264
E06000035,0.6961
E06000036,0.3297
E06000037,0.1939
E06000038,0.2284
E06000039,0.9442
E06000040,0.074
E06000041,0.2956
E06000042,0.1423
E06000043,0.0476
E06000044,0.2768
E06000045,0.0621
E06000046,0.3389
E06000047,0.2704
E06000049,0.927
E06000050,0.6089
E06000051,0.5854
"E06000052,E06000053",0.0158
E06000054,0.5595
E06000055,0.7444
E06000056,0.7602
E06000057,0.0618
E06000058,0.0579
E06000059,0.1405
E07000004,0.8115
E07000005,0.4116
E07000006,0.4263
E07000007,0.6348
E07000008,0.2111
E07000009,0.2214
E07000010,0.4287
E07000011,0.5213
E07000012,0.2584
E07000026,0.9013
E07000027,0.5342
E07000028,0.9938
E07000029,0.5926
E07000030,0.6526
E07000031,0.982
E07000032,0.0162
E07000033,0.2611
E07000034,0.5868
E07000035,0.6806
E07000036,0.3389
E07000037,0.834
E07000038,0.5169
E07000039,0.6794
E07000040,0.6668
E07000041,0.2001
E07000042,0.2446
E07000043,0.2123
E07000044,0
E07000045,0
E07000046,0.5382
E07000047,0.3109
E07000061,0.9358
E07000062,0.0997
E07000063,0.2144
E07000064,0
E07000065,0.5576
E07000066,0.2428
E07000067,0.2707
E07000068,0.1205
E07000069,0.5191
E07000070,0.2352
E07000071,0.0756
E07000072,0.7085
E07000073,0.7579
E07000074,0
E07000075,0.344
E07000076,0.1363
E07000077,0.3545
E07000078,0.224
E07000079,0.5015
E07000080,0
E07000081,0.2772
E07000082,0.3504
E07000083,0.0687
E07000084,0.6433
E07000085,0.2703
E07000086,0.1384
E07000087,0
E07000088,0.5786
E07000089,0.4107
E07000090,0.7049
E07000091,0.5597
E07000092,0.5979
E07000093,0.1902
E07000094,0.4644
E07000095,0.7443
E07000096,0.5484
E07000098,0.074
E07000099,0.5488
E07000102,0.749
E07000103,0.6494
E07000105,0.5591
E07000106,0.5346
E07000107,0.5787
E07000108,0.3155
E07000109,0.2877
E07000110,0.7012
E07000111,0.5204
E07000112,0.9642
E07000113,0.9861
E07000114,0.8979
E07000115,0.1404
E07000116,0.633
E07000117,0.6952
E07000118,0.8773
E07000119,0.8512
E07000120,0.8063
E07000121,0.371
E07000122,0.993
E07000123,0.9339
E07000124,0.1388
E07000125,0.8392
E07000126,0.3136
E07000127,0.586
E07000128,0.5435
E07000129,0.0038
E07000130,0.953
E07000131,0.1416
E07000132,0.958
E07000133,0.8498
E07000134,0.3168
E07000135,0.7088
E07000136,0.4876
E07000137,0.1589
E07000138,0.946
E07000139,0.1252
E07000140,0.1925
E07000141,0.7435
E07000142,0.5991
E07000143,0.4678
E07000144,0.3075
E07000145,0.2838
E07000146,0.5594
E07000147,0.157
E07000148,0.1588
E07000149,0.1115
E07000150,0.7888
E07000151,0.6355
E07000152,0.9417
E07000153,0.1973
E07000154,0.9631
E07000155,0.4401
E07000156,0.9755
E07000163,0
E07000164,0.9001
E07000165,0.3803
E07000166,0.3932
E07000167,0
E07000168,0.2176
E07000169,0.3194
E07000170,0.1457
E07000171,0.2056
E07000172,0
E07000173,0.149
E07000174,0.4908
E07000175,0.9933
E07000176,0.4315
E07000177,0.6425
E07000178,0.6163
E07000179,0.2521
E07000180,0.0534
E07000181,0.1754
E07000187,0.822
E07000188,0.1556
E07000189,0.0545
E07000192,0.4219
E07000193,0.9353
E07000194,0.4041
E07000195,0.2647
E07000196,0.2631
E07000197,0.8476
E07000198,0.3556
E07000199,0.3761
E07000200,0.3421
E07000202,0.3128
E07000203,0.0808
E07000207,0.3466
E07000208,0.471
E07000209,0.2047
E07000210,0.5649
E07000211,0.7937
E07000212,0.7576
E07000213,0.124
E07000214,0.5818
E07000215,0.4989
E07000216,0.4203
E07000217,0.5394
E07000218,0.3249
E07000219,0.9819
E07000220,0.8426
E07000221,0.0099
E07000222,0.2688
E07000223,0
E07000224,0.1315
E07000225,0.0546
E07000226,0.4137
E07000227,0.2316
E07000228,0.1633
E07000229,0.1932
E07000234,0.4763
E07000235,0
E07000236,0.133
E07000237,0.4484
E07000238,0.0597
E07000239,0
E07000240,0.2609
E07000241,0.6588
E07000242,0.3537
E07000243,0.439
E07000244,0.1247
E07000245,0.1115
E07000246,0.4194
E08000001,0.9751
E08000002,0.946
E08000003,0.8174
E08000004,0.8798
E08000005,0.8064
E08000006,0.9224
E08000007,0.8975
E08000008,0.9464
E08000009,0.8089
E08000010,0.4473
E08000011,0.7686
E08000012,0.9537
E08000013,0.4992
E08000014,0.2574
E08000015,0.6917
E08000016,0.9494
E08000017,0.0511
E08000018,0.6177
E08000019,0.4362
E08000021,0.7626
E08000022,0.0869
E08000023,0.3545
E08000024,0.4827
E08000025,0.406
E08000026,0.8162
E08000027,0.5284
E08000028,0.4668
E08000029,0.4986
E08000030,0.7001
E08000031,0.9217
E08000032,0.8412
E08000033,0.9697
E08000034,0.9421
E08000035,0.989
E08000036,0.8908
E08000037,0.6917
"E09000001,E09000033",0.2644
E09000002,0.9938
E09000003,0.732
E09000004,0.0798
