lad19cd,ex_prob
E06000001,0.4206
E06000002,0.9679
E06000003,0.9763
E06000004,0.6077
E06000005,0.0329
E06000006,0.1191
E06000007,0.3446
E06000008,0.7755
E06000009,0.808
E06000010,0.0919
E06000011,0.0795
E06000012,0.1505
E06000013,0.6083
E06000014,0.546
E06000015,0.3711
E06000016,0.2603
E06000017,0.4935
E06000018,0.7367
E06000019,0.0215
E06000020,0.0092
E06000021,0.4198
E06000022,0.7233
E06000023,0.4501
E06000024,0.1246
E06000025,0.752
E06000026,0.6827
E06000027,0.7835
E06000030,0.6725
E06000031,0.952
E06000032,0.54
E06000033,0.3404
E06000034,0.3206
E06000035,0.3458
E06000036,0.0812
E06000037,0.6964
E06000038,0.6433
E06000039,0.5547
E06000040,0.8599
E06000041,0.0551
E06000042,0.4559
E06000043,0.7238
E06000044,0.1762
E06000045,0.8213
E06000046,0.1696
E06000047,0.463
E06000049,0.3984
E06000050,0.3662
E06000051,0.118
"E06000052,E06000053",0.0389
E06000054,0.0162
E06000055,0.4858
E06000056,0.6338
E06000057,0.5222
E06000058,0.2561
E06000059,0.0372
E07000004,0.4542
E07000005,0.7049
E07000006,0.1953
E07000007,0.6717
E07000008,0.9045
E07000009,0.0318
E07000010,0.3944
E07000011,0.4061
E07000012,0.6019
E07000026,0.2723
E07000027,0
E07000028,0.1331
E07000029,0.7565
E07000030,0
E07000031,0.1311
E07000032,0.0017
E07000033,0.7826
E07000034,0.012
E07000035,0.4451
E07000036,0.7428
E07000037,0.8457
E07000038,0.0487
E07000039,0.1858
E07000040,0.1458
E07000041,0.1254
E07000042,0.468
E07000043,0.1945
E07000044,0.6435
E07000045,0.0882
E07000046,0
E07000047,0
E07000061,0.4935
E07000062,0.9631
E07000063,0.0813
E07000064,0.4919
E07000065,0.1304
E07000066,0.6996
E07000067,0.3495
E07000068,0.8563
E07000069,0.2684
E07000070,0.2434
E07000071,0.3299
E07000072,0.7587
E07000073,0.2685
E07000074,0.3822
E07000075,0.7354
E07000076,0.0791
E07000077,0.3509
E07000078,0.3859
E07000079,0.168
E07000080,0.0551
E07000081,0.4504
E07000082,0.6074
E07000083,0.0916
E07000084,0.2518
E07000085,0.8479
E07000086,0.0637
E07000087,0.2272
E07000088,0.2438
E07000089,0.2262
E07000090,0.3593
E07000091,0.8222
E07000092,0.4019
E07000093,0.1378
E07000094,0.8269
E07000095,0.1065
E07000096,0.9537
E07000098,0.7078
E07000099,0.61
E07000102,0.5182
E07000103,0.9677
E07000105,0
E07000106,0.019
E07000107,0.5236
E07000108,0.0813
E07000109,0.0301
E07000110,0.0876
E07000111,0.6934
E07000112,0.9217
E07000113,0.0588
E07000114,0.7471
E07000115,0.0877
E07000116,0.6595
E07000117,0.9845
E07000118,0.0383
E07000119,0.2093
E07000120,0.9654
E07000121,0.5782
E07000122,0.9755
E07000123,0.871
E07000124,0.2487
E07000125,0.8211
E07000126,0.1889
E07000127,0.0577
E07000128,0.0624
E07000129,0.7461
E07000130,0.2543
E07000131,0.2631
E07000132,0.2321
E07000133,0
E07000134,0.3
E07000135,0.9769
E07000136,0.1859
E07000137,0.1656
E07000138,0.0015
E07000139,0.1224
E07000140,0
E07000141,0.0574
E07000142,0.0272
E07000143,0.9883
E07000144,0.2998
E07000145,0.9989
E07000146,0.2428
E07000147,0
E07000148,0.7279
E07000149,0.0929
E07000150,0.9976
E07000151,0.1902
E07000152,0.8916
E07000153,0.9573
E07000154,0.6236
E07000155,0.5174
E07000156,0.4805
