lad19cd,ex_prob
E06000001,0.4029
E06000002,0.4204
E06000003,0.1446
E06000004,0.0055
E06000005,0.0571
E06000006,0.1948
E06000007,0.0184
E06000008,0.7677
E06000009,0.0659
E06000010,0.0039
E06000011,0.3907
E06000012,0.0704
E06000013,0.3701
E06000014,0.7301
E06000015,0.7744
E06000016,0.6859
E06000017,0.7343
E06000018,0.685
E06000019,0.643
E06000020,0.3829
E06000021,0.9359
E06000022,0.8573
E06000023,0.3376
E06000024,0.0585
E06000025,0.6982
E06000026,0.2616
E06000027,0.7185
E06000030,0.7648
E06000031,0.747
E06000032,0.7156
E06000033,0.2977
E06000034,0.08
E06000035,0.3722
E06000036,0.3713
E06000037,0.109
E06000038,0.7094
E06000039,0.592
E06000040,0.986
E06000041,0.5048
E06000042,0.2778
E06000043,0.22
E06000044,0.3198
E06000045,0.0214
E06000046,0.0824
E06000047,0.4286
E06000049,0.1452
E06000050,0.3596
E06000051,0.4626
"E06000052,E06000053",0.0113
E06000054,0.06
E06000055,0.7672
E06000056,0.1232
E06000057,0.5473
E06000058,0.1394
E06000059,0.0982
E07000004,0.276
E07000005,0.3294
E07000006,0.9433
E07000007,0.2299
E07000008,0.0463
E07000009,0.376
E07000010,0.0548
E07000011,0.1037
E07000012,0.1113
E07000026,0.0176
E07000027,0.2275
E07000028,0.4255
E07000029,0.2411
E07000030,0.076
E07000031,0.1029
E07000032,0.4182
E07000033,0.0683
E07000034,0.0785
E07000035,0.2282
E07000036,0.2525
E07000037,0.9069
E07000038,0.4249
E07000039,0.0192
E07000040,0.9362
E07000041,0.7273
E07000042,0.8452
E07000043,0.6636
E07000044,0.1994
E07000045,0.5167
E07000046,0.1379
E07000047,0
E07000061,0.2682
E07000062,0.1761
E07000063,0.0059
E07000064,0.2445
E07000065,6e-4
E07000066,0.2328
E07000067,0.31
E07000068,0.7398
E07000069,0.098
E07000070,0.766
E07000071,0.056
E07000072,0.5082
E07000073,0.7039
E07000074,0.1363
E07000075,0.1925
E07000076,0.6031
E07000077,0.1686
E07000078,0.6884
E07000079,0.5193
E07000080,0.0664
E07000081,0.3082
E07000082,0.6813
E07000083,0.2061
E07000084,0.4049
E07000085,0.4549
E07000086,0.1498
E07000087,0.0215
E07000088,0.7221
E07000089,0.0689
E07000090,0.0836
E07000091,0.3773
E07000092,0.8189
E07000093,0.2162
E07000094,0.6316
E07000095,0.8925
E07000096,0.9854
E07000098,0.5441
E07000099,0.32
E07000102,0.7298
E07000103,0.06
E07000105,0.036
E07000106,0.4525
E07000107,0.079
E07000108,0.5058
E07000109,0.6587
E07000110,0.8515
E07000111,0.3493
E07000112,0.9561
E07000113,0.3244
E07000114,0.0041
E07000115,0.6027
E07000116,0.2745
E07000117,0.6615
E07000118,0.3779
E07000119,0.0387
E07000120,0.3902
E07000121,0.7611
E07000122,0.8673
E07000123,0.2375
E07000124,0.2239
E07000125,0.8217
E07000126,0.2213
E07000127,0.1229
E07000128,0.3958
E07000129,0.4809
E07000130,0.1926
E07000131,0.2941
E07000132,0.0096
E07000133,0.4523
E07000134,0.0338
E07000135,0.7743
E07000136,0.1222
E07000137,0.6831
E07000138,0.3149
E07000139,0.0235
E07000140,0.0166
E07000141,0.2443
E07000142,0.0137
E07000143,0.3456
