lad19cd,ex_prob
E06000001,0.9945
E06000002,0.9602
E06000003,0.9387
E06000004,0.9828
E06000005,0.8345
E06000006,0.999
E06000007,0.9659
E06000008,0.9996
E06000009,0.9759
E06000010,0.2893
E06000011,0.5142
E06000012,0.3537
E06000013,0.791
E06000014,0.8679
E06000015,0.7867
E06000016,0.9589
E06000017,0.3434
E06000018,0.7151
E06000019,0.0984
E06000020,0.6706
E06000021,0.8458
E06000022,0.4322
E06000023,0.4435
E06000024,0.8859
E06000025,0.2283
E06000026,0.4043
E06000027,0.3034
E06000030,0.087
E06000031,0.4962
E06000032,0.9714
E06000033,0.5071
E06000034,0.2724
E06000035,0.2006
E06000036,0.1564
E06000037,0.3967
E06000038,0.1648
E06000039,0.7409
E06000040,0.1874
E06000041,0.1646
E06000042,0.5755
E06000043,0.0433
E06000044,0.5093
E06000045,0.3107
E06000046,0.0201
E06000047,0.9446
E06000049,0.7337
E06000050,0.8574
E06000051,0.6528
"E06000052,E06000053",0.3827
E06000054,0.0594
E06000055,0.9198
E06000056,0.5522
E06000057,0.996
E06000058,0.5589
E06000059,0.0063
E07000004,0.4264
E07000005,0.3212
E07000006,0.3143
E07000007,0.6827
E07000008,0.1418
E07000009,0.0115
E07000010,0.1553
E07000011,0.1595
E07000012,0.2257
E07000026,0.8304
E07000027,0.9395
E07000028,0.5549
E07000029,0.3881
E07000030,0.5103
E07000031,0.3597
E07000032,0.9392
E07000033,0.8263
E07000034,0.4025
E07000035,0.7849
E07000036,0.8991
E07000037,0.7837
E07000038,0.5105
E07000039,0.9262
E07000040,0.0492
E07000041,0.6264
E07000042,0.0082
E07000043,0.0053
E07000044,0.1732
E07000045,0.0142
E07000046,0.0158
E07000047,0.0038
E07000061,0.1833
E07000062,0.3506
E07000063,0.0391
E07000064,0.158
E07000065,0.0263
E07000066,0.4417
E07000067,0.1138
E07000068,0.8168
E07000069,0.838
E07000070,0.1972
E07000071,0.475
E07000072,0.9659
E07000073,0.9018
E07000074,0.2763
E07000075,0.6082
E07000076,0.1632
E07000077,0.7576
E07000078,0.2603
E07000079,0.0101
E07000080,0.2442
E07000081,0.7802
E07000082,0.6227
E07000083,0.0358
E07000084,0.311
E07000085,0.1885
E07000086,0.0125
E07000087,0.3349
E07000088,0.1618
E07000089,0.1988
E07000090,0.4498
E07000091,0.1962
E07000092,0.5067
E07000093,0.3977
E07000094,0.0815
E07000095,0.9849
E07000096,0.4163
E07000098,0.9111
E07000099,0.2798
E07000102,0.7843
E07000103,0.7176
E07000105,0.2984
E07000106,0.2756
E07000107,0.1734
E07000108,0.0224
E07000109,0.7626
E07000110,0.147
E07000111,0.1244
E07000112,0.026
E07000113,0.1344
E07000114,0.0378
E07000115,0.5146
E07000116,0.4908
E07000117,0.9942
E07000118,0.8936
E07000119,0.907
E07000120,0.9997
E07000121,0.8414
E07000122,0.9988
E07000123,0.9912
E07000124,0.5909
E07000125,0.9926
E07000126,0.6498
E07000127,0.9853
E07000128,0.7943
E07000129,0.8267
E07000130,0.8719
E07000131,0.6399
E07000132,0.6265
E07000133,0.1027
E07000134,0.3454
E07000135,0.9135
E07000136,0.196
E07000137,0.3749
E07000138,0.9086
E07000139,0.411
E07000140,0.0154
E07000141,0.433
E07000142,0.8765
E07000143,0.2169
E07000144,0.2349
E07000145,0.6939
E07000146,0.4199
E07000147,0.0016
E07000148,0.5716
E07000149,0.2587
E07000150,0.8891
E07000151,0.2393
E07000152,0.3164
E07000153,0.271
E07000154,0.4785
E07000155,0.1811
E07000156,0.5418
E07000163,0.9392
E07000164,0.6826
E07000165,0.705
E07000166,0.6364
E07000167,0.1674
E07000168,0.698
E07000169,0.8988
E07000170,0.7393
E07000171,0.2956
E07000172,0.7984
E07000173,0.31
E07000174,0.9341
E07000175,0.9563
E07000176,0.7344
E07000177,0.3435
E07000178,0.6825
E07000179,0.0903
E07000180,0.1987
E07000181,0.173
E07000187,0.144
E07000188,0.1165
