lad19cd,ex_prob
E06000001,0.9247
E06000002,0.8767
E06000003,0.7139
E06000004,0.8488
E06000005,0.8989
E06000006,0.9818
E06000007,0.9987
E06000008,0.9928
E06000009,0.6491
E06000010,0.5577
E06000011,0.5354
E06000012,0.548
E06000013,0.8776
E06000014,0.6147
E06000015,0.4218
E06000016,0.949
E06000017,0.4716
E06000018,0.7312
E06000019,0.898
E06000020,0.5429
E06000021,0.4582
E06000022,0.4329
E06000023,0.3718
E06000024,0.9203
E06000025,0.2501
E06000026,0.2575
E06000027,0.3089
E06000030,0.2811
E06000031,0.8526
E06000032,0.5864
E06000033,0.3908
E06000034,0.4001
E06000035,0.1426
E06000036,0.7789
E06000037,0.0419
E06000038,0.7368
E06000039,0.4285
E06000040,0.6596
E06000041,0.431
E06000042,0.3677
E06000043,0.8647
E06000044,0.7001
E06000045,0.577
E06000046,0.10780000000000001
E06000047,0.9697
E06000049,0.4607
E06000050,0.7043
E06000051,0.3126
"E06000052,E06000053",0.0711
E06000054,0.1741
E06000055,0.8834
E06000056,0.1086
E06000057,0.4849
E06000058,0.7087
E06000059,0.5783
E07000004,0.287
E07000005,0.2368
E07000006,0.4723
E07000007,0.4218
E07000008,0.3086
E07000009,0.0337
E07000010,0.4063
E07000011,0.3957
E07000012,0.134
E07000026,0.222
E07000027,0.9513
E07000028,0.456
E07000029,0.2494
E07000030,0.269
E07000031,0.7776
E07000032,0.9919
E07000033,0.7053
E07000034,0.9204
E07000035,0.3811
E07000036,0.8128
E07000037,0.7024
E07000038,0.7195
E07000039,0.853
E07000040,0.1526
E07000041,0.6408
E07000042,0.141
E07000043,0.2097
E07000044,0.0709
E07000045,0.2512
E07000046,0.2595
E07000047,0.1186
E07000061,0.9845
E07000062,0.9291
E07000063,0.4878
E07000064,0.772
E07000065,0.8828
E07000066,0.2869
E07000067,0.0657
E07000068,0.7877
E07000069,0.6357
E07000070,0.6004
E07000071,0.0925
E07000072,0.529
E07000073,0.6774
E07000074,0.1373
E07000075,0.5333
E07000076,0.0109
E07000077,0.3462
E07000078,0.3084
E07000079,0.148
E07000080,0.0946
E07000081,0.3198
E07000082,0.4348
E07000083,0.1611
E07000084,0.2765
E07000085,0.1542
E07000086,0.2547
E07000087,0.8398
E07000088,0.3808
E07000089,0.0509
E07000090,0.2729
E07000091,0.8246
E07000092,0.3287
E07000093,0.6299
E07000094,0.1712
E07000095,0.6915
E07000096,0.0868
E07000098,0.7036
E07000099,0.6811
E07000102,0.574
E07000103,0.6673
E07000105,0.0905
E07000106,0.1152
E07000107,0.7196
E07000108,0.6128
E07000109,0.3678
E07000110,0.2059
E07000111,0.3192
E07000112,0.2049
E07000113,0.9673
E07000114,0.0994
E07000115,0.3771
E07000116,0.706
E07000117,0.9892
E07000118,0.8787
E07000119,0.5341
E07000120,0.9989
E07000121,0.7128
E07000122,0.9798
E07000123,0.9854
E07000124,0.0256
E07000125,0.8863
E07000126,0.9835
E07000127,0.903
E07000128,0.8496
E07000129,0.9366
E07000130,0.9714
E07000131,0.9023
E07000132,0.9606
E07000133,0.7492
E07000134,0.2912
E07000135,0.9996
E07000136,0.6787
E07000137,0.7664
E07000138,0.3943
E07000139,0.91
E07000140,0.8196
E07000141,0.8923
E07000142,0.7913
E07000143,0.3375
E07000144,0.2215
E07000145,0.2556
E07000146,0.2301
E07000147,0.0084
E07000148,0.202
E07000149,0.3272
E07000150,0.9614
E07000151,0.7117
E07000152,0.5231
E07000153,0.9541
E07000154,0.7517
E07000155,0.6587
E07000156,0.9055
E07000163,0.8213
E07000164,0.6491
E07000165,0.8103
E07000166,0.5096
E07000167,0.1457
E07000168,0.991
E07000169,0.992
E07000170,0.9717
E07000171,0.7375
E07000172,0.8141
E07000173,0.7396
E07000174,0.9832
E07000175,0.8692
E07000176,0.5653
E07000177,0.5937
E07000178,0.8351
E07000179,0.3465
E07000180,0.3384
E07000181,0.5033
E07000187,0.5747
E07000188,0.62
E07000189,0.0314
E07000192,0.9886
E07000193,0.8134
E07000194,0.6702
E07000195,0.5964
E07000196,0.8758
E07000197,0.7288
E07000198,0.3862
E07000199,0.8707
E07000200,0.1878
E07000202,0.0845
E07000203,0.1968
E07000207,0.7552
E07000208,0.5267
E07000209,0.5602
E07000210,0.2813
E07000211,0.7284
E07000212,0.8246
E07000213,0.9713
E07000214,0.1291
E07000215,0.8649
E07000216,0.4525
E07000217,0.7278
E07000218,0.2506
E07000219,0.5358
E07000220,0.9657
E07000221,0.505
E07000222,0.5373
E07000223,0.9124
E07000224,0.7874
E07000225,0.6611
E07000226,0.6093
E07000227,0.9688
E07000228,0.7893
E07000229,0.9762
E07000234,0.7934
E07000235,0.9345
E07000236,0.4707
E07000237,0.3931
E07000238,0.9686
E07000239,0.6614
E07000240,0.8273
E07000241,0.9089
E07000242,0.4563
E07000243,0.5746
E07000244,0.285
E07000245,0.8251
E07000246,0.5993
E08000001,0.9864
E08000002,0.965
E08000003,0.8275
E08000004,0.9412
E08000005,0.9014
E08000006,0.8766
E08000007,0.9385
E08000008,0.9601
E08000009,0.775
E08000010,0.9268
E08000011,0.9986
E08000012,0.9873
E08000013,0.9988
E08000014,0.8506
E08000015,0.9752
E08000016,0.4235
E08000017,0.6464
E08000018,0.956
E08000019,0.9242
E08000021,0.9754
E08000022,0.9634
E08000023,0.9875
E08000024,1
E08000025,0.8399
E08000026,0.838
E08000027,0.8354
E08000028,0.9895
E08000029,0.9334
E08000030,0.8011
E08000031,0.9883
E08000032,0.7606
E08000033,0.8769
E08000034,0.763
E08000035,0.6857
E08000036,0.6988
E08000037,0.9227
"E09000001,E09000033",0.0112
E09000002,0.7443
E09000003,0.5133
E09000004,0.4645
E09000005,0.6746
E09000006,0.2468
E09000007,0.3371
E09000008,0.2906
E09000009,0.8159
E09000010,0.8814
E09000011,0.2659
E09000012,0.9138
E09000013,0.5831
E09000014,0.9355
E09000015,0.714
E09000016,0.8489
E09000017,0.658
E09000018,0.8637
E09000019,0.5215
E09000020,0.6079
E09000021,0.5206
E09000022,0.7703
E09000023,0.4625
E09000024,0.5098
E09000025,0.948
E09000026,0.8531
E09000027,0.7558
E09000028,0.4207
E09000029,0.2044
E09000030,0.5825
E09000031,0.624
E09000032,0.8039
