analysis_timestamp,lad19cd,mean,low95,low90,low50,median,up50,up90,up95
2020-07-05T14:01:02Z,E08000023,1.1864155084452546,0.36875791331069896,0.47402753496891115,0.6454090348159149,0.9690692761154635,1.4211119658283833,2.140524210691256,2.7273432632180357
2020-07-05T14:01:02Z,E08000024,1.031090054410208,0.41649500671343265,0.49550603746359434,0.657639392137594,0.8933393949180323,1.2971747341704605,1.730615218203403,2.0229291224338484
2020-07-05T14:01:02Z,E08000025,0.7987707671937118,0.39404250555524006,0.45742473928280664,0.5803741224270392,0.7418224943642593,0.9490744893666072,1.2282547544648807,1.4119997322871272
2020-07-05T14:01:02Z,E08000026,0.8834861917925958,0.473784183911637,0.5424688894514776,0.6541542153272832,0.8162567731224357,1.0356985427124068,1.3421950683831871,1.484815699793381
2020-07-05T14:01:02Z,E08000027,0.9121868667817775,0.4727026734297874,0.542966285584591,0.657188085171917,0.8322729266967138,1.0789391107947317,1.3697005662773096,1.6170145410618237
2020-07-05T14:01:02Z,E08000028,0.8667854273644447,0.4081409554247134,0.4764297979018326,0.591901710011453,0.7849522667283144,1.0342118908890416,1.343137839907744,1.5802494853894933
2020-07-05T14:01:02Z,E08000029,0.8122195030305633,0.46306741643874355,0.5296358363822368,0.6360165072224255,0.786115649324631,0.9460872368815787,1.1195360381220811,1.238926607977733
2020-07-05T14:01:02Z,E08000030,0.9429589398501745,0.4684774919272959,0.5183239172841897,0.6368410757603984,0.8582320819317043,1.1380337499840014,1.4486767385083987,1.718774980333222
2020-07-05T14:01:02Z,E08000031,0.921847250506841,0.3734407404523884,0.4310770492038717,0.5776558930232708,0.8077129503900218,1.119494172132758,1.552058075334047,1.899967735591688
2020-07-05T14:01:02Z,E08000032,0.7046027660938765,0.14802877591309088,0.20641576484012622,0.30713057175826286,0.4854497164141144,0.860081214031759,1.4307297639378682,1.8948215044170784
2020-07-05T14:01:02Z,E08000033,0.6810798009586533,0.3663846089926335,0.40881567732322627,0.4901772436290407,0.6096454457740652,0.7863799271897731,1.0289174375293935,1.204197167752069
2020-07-05T14:01:02Z,E08000034,0.6822840174991754,0.24785757859085356,0.293988647258372,0.40234097452373585,0.56411301225219,0.8388782769442238,1.1941691367956553,1.4473342079445557
2020-07-05T14:01:02Z,E08000035,0.8061563962565427,0.36600542625907945,0.4284663070984431,0.5499498808852206,0.7218135163959793,0.9646934804816567,1.2536995341156265,1.5449544249070324
2020-07-05T14:01:02Z,E08000036,0.8520003931280121,0.386485491534034,0.4572989255521973,0.587883958095386,0.7722172804193337,1.0314868183982506,1.3302623254563188,1.542971216536523
2020-07-05T14:01:02Z,E08000037,0.9888489783895693,0.4448556654805021,0.5295291095846998,0.6663238921188921,0.9096776022660864,1.2133533606919726,1.5213625069969987,1.8009054229914199
2020-07-05T14:01:02Z,"E09000001,E09000033",0.8446674927672518,0.7133517253793326,0.7384132847635336,0.7804133285036561,0.8361359835202691,0.8969171121500535,0.9573107171720863,0.9942132847084131
2020-07-05T14:01:02Z,E09000002,0.8507749650438324,0.4547929822817483,0.5214869402477038,0.6371273932630263,0.7948546560024935,0.995318607041215,1.2412372050893337,1.4242577901882663
2020-07-05T14:01:02Z,E09000003,0.9264834836972684,0.5224695402721297,0.5749467208030089,0.6941397302691558,0.8729914629832798,1.097009093997847,1.3210443409104196,1.4671114128634777
2020-07-05T14:01:02Z,E09000004,0.8835910336007579,0.39679257314558863,0.4592811688796369,0.5956695266074816,0.8030725116687263,1.0743554994246383,1.415187941288162,1.64177346143304
2020-07-05T14:01:02Z,E09000005,0.8892332038854558,0.4271430624781515,0.5008332433698598,0.6344946335602308,0.8195836424216645,1.0579892073513373,1.3852326027407624,1.5957143831145169
2020-07-05T14:01:02Z,E09000006,0.9515639014573853,0.45619775107534216,0.5280233445093606,0.6777795070680656,0.8678549972053999,1.1398211674059713,1.5008838302692178,1.7063261484325736
2020-07-05T14:01:02Z,E09000007,0.8439787411021927,0.7109236971426428,0.7341100807899783,0.7874904136962415,0.8385393296164185,0.8967705924188966,0.9545589961757872,0.9907719170810665
2020-07-05T14:01:02Z,E09000008,0.9594749348941269,0.44700034230701197,0.5189123602941522,0.6591247300392313,0.8681679793529845,1.1627186734419046,1.5076584357958769,1.8577789118293253
2020-07-05T14:01:02Z,E09000009,0.810146665232527,0.39449675611247836,0.45560263044838784,0.5735756987626321,0.7501577877477361,0.9676178586325678,1.1938216696154385,1.4516909046929651
2020-07-05T14:01:02Z,E09000010,0.8605692007808909,0.4667569339729193,0.5167181247378789,0.6293584793734517,0.812651018870254,1.032635551400806,1.2461027589333056,1.4505484861556466
2020-07-05T14:01:02Z,E09000011,0.8469921184600979,0.5160276105727919,0.5727427274536327,0.6779474410978812,0.8115027988014583,0.9782908967734782,1.169807373586537,1.2970707841478473
2020-07-05T14:01:02Z,E09000012,0.8454620163770604,0.625566276789494,0.6644269908995106,0.7382037826041745,0.8344223502742751,0.93374107059941,1.0375202895074638,1.1085899326801587
2020-07-05T14:01:02Z,E09000013,0.8219007059143472,0.5582577039821209,0.6034821186506738,0.6875189281544845,0.8008219562906593,0.9282813511263134,1.0627359303136166,1.1585962008293769
2020-07-05T14:01:02Z,E09000014,0.8393080939113512,0.596879441349562,0.635542193613441,0.7117275869592555,0.8205969927941708,0.9437417664836318,1.0834716392972767,1.1791101148444536
2020-07-05T14:01:02Z,E09000015,0.996406791812277,0.4418216888539668,0.5129521800271356,0.6524147702671154,0.8967752901918331,1.2386773706184098,1.6248162377002042,1.8765440620449347
2020-07-05T14:01:02Z,E09000016,0.7606091866126472,0.3782231675341232,0.42511858815269016,0.5260930038988219,0.6975664712986023,0.9084453520568777,1.1770550454332407,1.3610710188168758
2020-07-05T14:01:02Z,E09000017,0.8010658357674192,0.5180481810437798,0.5687096140883345,0.6561006673121013,0.7716446995575303,0.9083478702785781,1.0548034169796197,1.175785585076577
2020-07-05T14:01:02Z,E09000018,0.8250218116920284,0.44268941452433336,0.49850244468599986,0.6148075942128709,0.7770638096853474,0.9875670642831365,1.1870630095166441,1.377207464309842
2020-07-05T14:01:02Z,E09000019,0.8382853748848162,0.7176303953971578,0.7454861363439858,0.7865880827829346,0.8326295144787443,0.8845360406377947,0.9379195809948845,0.9777807602309332
