lad19cd,ex_prob
E06000001,0.9998
E06000002,0.9973
E06000003,0.7723
E06000004,0.8996
E06000005,0.457
E06000006,0.9774
E06000007,0.9951
E06000008,0.9864
E06000009,0.8478
E06000010,0.5455
E06000011,0.8214
E06000012,0.497
E06000013,0.6967
E06000014,0.9342
E06000015,0.7988
E06000016,0.9726
E06000017,0.5187
E06000018,0.9493
E06000019,0.6629
E06000020,0.9281
E06000021,0.8979
E06000022,0.5256
E06000023,0.7956
E06000024,0.9716
E06000025,0.3335
E06000026,0.8739
E06000027,0.6166
E06000030,0.5371
E06000031,0.9591
E06000032,0.9815
E06000033,0.5035
E06000034,0.5818
E06000035,0.4876
E06000036,0.9264
E06000037,0.6828
E06000038,0.4137
E06000039,0.8592
E06000040,0.7232
E06000041,0.6015
E06000042,0.7909
E06000043,0.2773
E06000044,0.1446
E06000045,0.0951
E06000046,0.4382
E06000047,0.8427
E06000049,0.9473
E06000050,0.8769
E06000051,0.7406
"E06000052,E06000053",0.2087
E06000054,0.8701
E06000055,0.2583
E06000056,0.571
E06000057,0.9716
E06000058,0.7787
E06000059,0.6579
E07000004,0.4088
E07000005,0.9862
E07000006,0.5264
E07000007,0.686
E07000008,0.4429
E07000009,0.0115
E07000010,0.1291
E07000011,0.0309
E07000012,0.222
E07000026,0.5894
E07000027,0.9937
E07000028,0.5201
E07000029,0.0584
E07000030,0.4043
E07000031,0.5009
E07000032,0.5345
E07000033,0.8935
E07000034,0.8703
E07000035,0.0682
E07000036,0.4733
E07000037,0.9248
E07000038,0.9139
E07000039,0.9482
E07000040,0.547
E07000041,0.1315
E07000042,0.1869
E07000043,0.4762
E07000044,0.4093
E07000045,0.337
E07000046,0.3904
E07000047,0.099
E07000061,0.4037
E07000062,0.6434
E07000063,0.4191
E07000064,0.4436
E07000065,0.3387
E07000066,0.764
E07000067,0.1171
E07000068,0.3578
E07000069,0.9773
E07000070,0.1653
E07000071,0.3828
E07000072,0.7804
E07000073,0.0849
E07000074,0.2703
E07000075,0.1024
E07000076,0.1304
E07000077,0.8469
E07000078,0.1765
E07000079,0.3274
E07000080,0.5642
E07000081,0.2544
E07000082,0.3296
E07000083,0.2547
E07000084,0.4762
E07000085,0.6148
E07000086,0.0834
E07000087,0.211
E07000088,0.1474
E07000089,0.5749
E07000090,0.0509
E07000091,0.9012
E07000092,0.702
E07000093,0.9979
E07000094,0.0214
E07000095,0.8031
E07000096,0.4531
E07000098,0.9999
E07000099,0.548
E07000102,0.9163
E07000103,0.8051
E07000105,0.1165
E07000106,0.5132
E07000107,0.0142
E07000108,0.8883
E07000109,0.9192
E07000110,0.3731
E07000111,0.8666
E07000112,0.5164
E07000113,0.1408
E07000114,0.1882
E07000115,0.4145
E07000116,0.9227
E07000117,0.9954
E07000118,0.8507
E07000119,0.5153
E07000120,0.9927
E07000121,0.9746
E07000122,0.8738
E07000123,0.9862
E07000124,0.2406
E07000125,0.949
E07000126,0.9804
E07000127,0.9986
E07000128,0.9134
E07000129,0.98740000000000006
E07000130,0.8915
E07000131,0.6694
E07000132,0.5097
E07000133,0.9956
E07000134,0.6332
E07000135,0.9065
E07000136,0.0261
E07000137,0.6495
E07000138,0.9986
E07000139,0.9489
E07000140,0.0186
E07000141,0.559
E07000142,0.9518
E07000143,0.2719
E07000144,0.185
E07000145,0.7176
E07000146,0.1319
E07000147,0.1798
E07000148,0.5844
E07000149,0.3362
E07000150,0.8223
E07000151,0.6866
E07000152,0.9038
E07000153,0.6041
E07000154,0.9128
E07000155,0.1916
E07000156,0.8187
E07000163,0.5685
E07000164,0.5664
E07000165,0.9603
E07000166,0.3848
E07000167,0.6802
E07000168,0.9982
E07000169,0.9973
E07000170,0.9904
E07000171,0.65
E07000172,0.999
E07000173,0.6149
E07000174,0.9689
E07000175,0.7384
E07000176,0.9266
E07000177,0.5389
E07000178,0.8737
E07000179,0.3818
E07000180,0.309
E07000181,0.6907
E07000187,0.8307
E07000188,0.0586
E07000189,0.7596
E07000192,0.6929
E07000193,0.9078
E07000194,0.3654
E07000195,0.5861
E07000196,0.9608
E07000197,0.82
E07000198,0.8971
E07000199,0.4999
E07000200,0.2517
E07000202,0.1841
E07000203,0.5638
E07000207,0.9177
E07000208,0.71
E07000209,0.7141
E07000210,0.5789
E07000211,0.8598
E07000212,0.6494
E07000213,0.9895
E07000214,0.7824
E07000215,0.697
E07000216,0.9948
E07000217,0.8142
E07000218,0.4575
E07000219,0.6128
E07000220,0.947
E07000221,0.5402
E07000222,0.3027
E07000223,0.5526
E07000224,0.9499
E07000225,0.964
E07000226,0.0942
E07000227,0.538
E07000228,0.2431
E07000229,0.9875
E07000234,0.9515
E07000235,0.9892
E07000236,0.746
E07000237,0.6362
E07000238,0.9595
E07000239,0.406
E07000240,0.8103
E07000241,0.396
E07000242,0.1941
E07000243,0.8441
E07000244,0.1104
E07000245,0.8564
E07000246,0.525
E08000001,0.994
E08000002,0.9857
E08000003,0.7828
E08000004,0.9063
E08000005,0.9529
E08000006,0.934
E08000007,0.9739
E08000008,0.9694
E08000009,0.232
E08000010,0.9442
E08000011,0.9931
E08000012,0.9761
E08000013,0.9963
E08000014,0.9946
E08000015,0.9345
E08000016,0.9936
E08000017,0.5723
E08000018,0.8427
E08000019,0.9351
E08000021,0.9262
E08000022,0.9649
E08000023,0.9235
E08000024,0.9996
E08000025,0.9131
E08000026,0.6819
E08000027,0.8957
E08000028,0.726
E08000029,0.9947
E08000030,0.7131
E08000031,0.9894
E08000032,0.8867
E08000033,0.9758
E08000034,0.8979
E08000035,0.8243
E08000036,0.6216
E08000037,0.9991
"E09000001,E09000033",0.10780000000000001
E09000002,0.973
E09000003,0.5709
E09000004,0.5714
E09000005,0.6134
E09000006,0.8007
E09000007,0.3382
E09000008,0.8718
E09000009,0.8421
E09000010,0.6502
E09000011,0.5626
E09000012,0.5282
E09000013,0.8277
E09000014,0.765
E09000015,0.9376
E09000016,0.7797
E09000017,0.7716
E09000018,0.987
E09000019,0.7108
E09000020,0.7865
E09000021,0.8072
E09000022,0.5248
E09000023,0.6512
E09000024,0.652
E09000025,0.8412
E09000026,0.9606
E09000027,0.5412
E09000028,0.5872
E09000029,0.6386
E09000030,0.7922
E09000031,0.2408
E09000032,0.5593
