lad19cd,ex_prob
E06000001,0.7005
E06000002,0.6276
E06000003,0.8173
E06000004,0.398
E06000005,0.1235
E06000006,0.5379
E06000007,0.245
E06000008,0.9838
E06000009,0.6619
E06000010,0.8781
E06000011,0.5926
E06000012,0.8203
E06000013,0.4128
E06000014,0.2442
E06000015,0.7452
E06000016,0.6274
E06000017,0.6838
E06000018,0.7634
E06000019,0.3029
E06000020,0.9936
E06000021,0.8831
E06000022,0.6759
E06000023,0.745
E06000024,0.109
E06000025,0.1952
E06000026,0.1656
E06000027,0.3312
E06000030,0.6039
E06000031,0.5109
E06000032,0.5241
E06000033,0.47
E06000034,0.8004
E06000035,0.0797
E06000036,0.7371
E06000037,0.4326
E06000038,0.6801
E06000039,0.8424
E06000040,0.3773
E06000041,0.1817
E06000042,0.3457
E06000043,0.1676
E06000044,0.1373
E06000045,0.4359
E06000046,0.3816
E06000047,0.82
E06000049,0.7184
E06000050,0.2348
E06000051,0.762
"E06000052,E06000053",0.0744
E06000054,0.3217
E06000055,0.1787
E06000056,0.472
E06000057,0.831
E06000058,0.4647
E06000059,0.2312
E07000004,0.2906
E07000005,0.6829
E07000006,0.3348
E07000007,0.8167
E07000008,0.8393
E07000009,0.8519
E07000010,0.4735
E07000011,0.6478
E07000012,0.2759
E07000026,0.9169
E07000027,0.6234
E07000028,0.4599
E07000029,0.722
E07000030,0.1517
E07000031,0.9037
E07000032,0.5618
E07000033,0.7553
E07000034,0.4168
E07000035,0
E07000036,0.4213
E07000037,0.2857
E07000038,0.1711
E07000039,0.3168
E07000040,0.0892
E07000041,0.3578
E07000042,0.1729
E07000043,0.1306
E07000044,0.2806
E07000045,0
E07000046,0
E07000047,0.2226
E07000061,0.2255
E07000062,0.5082
E07000063,0.8913
E07000064,0.0711
E07000065,0.7864
E07000066,0.3479
E07000067,0.73
E07000068,0.684
E07000069,0.6221
E07000070,0.4004
E07000071,0.5333
E07000072,0.6399
E07000073,0.2097
E07000074,0.1662
E07000075,0.1517
E07000076,0.1181
E07000077,0.9402
E07000078,0.4591
E07000079,0.0395
E07000080,0.3636
E07000081,0.0465
E07000082,0.3679
E07000083,0.2461
E07000084,0.0137
E07000085,0.5767
E07000086,0.5819
E07000087,0.7098
E07000088,0.10780000000000001
E07000089,0.5774
E07000090,0.5013
E07000091,0.2795
E07000092,0.8864
E07000093,0.4979
E07000094,0
E07000095,0.2697
E07000096,0.3717
E07000098,0.4675
E07000099,0.896
E07000102,0.4712
E07000103,0.9883
E07000105,0.0497
E07000106,0.2706
E07000107,0.8247
E07000108,0.1159
E07000109,0.6684
E07000110,0.1543
E07000111,0.7842
E07000112,0.5475
E07000113,0.0515
E07000114,0.7155
E07000115,0.076
E07000116,0.4621
E07000117,0.8534
E07000118,0.1902
E07000119,0.6884
E07000120,0.9784
E07000121,0.0808
E07000122,0.9057
E07000123,0.8379
E07000124,0.3394
E07000125,0.1196
E07000126,0.2964
E07000127,0.9447
E07000128,0.8924
E07000129,0.2332
E07000130,0.8425
E07000131,0.0259
E07000132,0.6192
E07000133,0.9439
E07000134,0.1058
E07000135,0.8949
E07000136,0.193
E07000137,0.0252
E07000138,0.5344
E07000139,0.6833
E07000140,0.5992
E07000141,0.3379
E07000142,0.4433
E07000143,0.4751
E07000144,0.1976
E07000145,0.2701
E07000146,0.1319
E07000147,0.1954
E07000148,0.4944
E07000149,0.2497
E07000150,0.6177
E07000151,0.3744
E07000152,0.8251
E07000153,0.7092
E07000154,1
E07000155,0.236
E07000156,0.9821
E07000163,0.8838
E07000164,0.343
E07000165,0.7117
E07000166,0.246
E07000167,0.2236
E07000168,0.7466
E07000169,0.5029
E07000170,0.9265
E07000171,0.9501
E07000172,0.691
E07000173,0.0779
E07000174,0.1167
E07000175,0.8838
E07000176,0.7499
E07000177,0.4119
E07000178,0.8509
E07000179,0.6415
E07000180,0.558
E07000181,0.7855
E07000187,0.3992
E07000188,0.5416
E07000189,0.0267
E07000192,0.3851
E07000193,0.981
E07000194,0.0099
E07000195,0.2996
E07000196,0.0472
E07000197,0.4779
E07000198,0.565
E07000199,0.1226
E07000200,0.0157
E07000202,0.0349
E07000203,0.3897
E07000207,0.989
E07000208,0.7201
E07000209,0.7156
E07000210,0
E07000211,0.4096
E07000212,0.728
E07000213,0.7873
E07000214,0.9315
E07000215,0.0856
E07000216,0.508
E07000217,0.9984
E07000218,0.2677
E07000219,0.9417
E07000220,0.6138
E07000221,0.1022
E07000222,0.2081
E07000223,0.5851
E07000224,0.6291
E07000225,0.0672
E07000226,0.8408
E07000227,0.1911
E07000228,0.4702
E07000229,0.3323
E07000234,0.8534
E07000235,0.7035
E07000236,0.4575
E07000237,0.5974
E07000238,0.1324
E07000239,0.2696
E07000240,0.5299
E07000241,0.0499
E07000242,0.1984
E07000243,0.7133
E07000244,0.0764
E07000245,0.0188
E07000246,0.0303
E08000001,0.8295
E08000002,0.969
E08000003,0.8746
E08000004,0.8113
E08000005,0.7813
E08000006,0.9111
E08000007,0.42
E08000008,0.5844
E08000009,0.816
E08000010,0.7031
E08000011,0.6191
E08000012,0.5641
E08000013,0.3423
E08000014,0.9684
E08000015,0.0945
E08000016,0.9401
E08000017,0.0343
E08000018,0.8854
E08000019,0.7201
