lad19cd,ex_prob
E06000001,0.7476
E06000002,0.3322
E06000003,0.3297
E06000004,0.1285
E06000005,0.1669
E06000006,0.2372
E06000007,0.0082
E06000008,0.4189
E06000009,0.3345
E06000010,0.0618
E06000011,0.1278
E06000012,0.1678
E06000013,0.3206
E06000014,0.2358
E06000015,0.5068
E06000016,0.7921
E06000017,0.4075
E06000018,0.3298
E06000019,0.3989
E06000020,0.1337
E06000021,0.9743
E06000022,0.7641
E06000023,0.4388
E06000024,0.1777
E06000025,0.2796
E06000026,0.138
E06000027,0.1127
E06000030,0.9756
E06000031,0.3903
E06000032,0.412
E06000033,0.5293
E06000034,0.1676
E06000035,0.0672
E06000036,0.2721
E06000037,0.4698
E06000038,0.6783
E06000039,0.0762
E06000040,0.9556
E06000041,0.6999
E06000042,0.2932
E06000043,0.2677
E06000044,0.0469
E06000045,0.1182
E06000046,0
E06000047,0.8357
E06000049,0.1963
E06000050,0.5896
E06000051,0.1953
"E06000052,E06000053",0.0017
E06000054,0.2789
E06000055,0.6573
E06000056,0.1041
E06000057,0.0919
E06000058,0.1294
E06000059,0.0982
E07000004,0.8022
E07000005,0.2654
E07000006,0.8782
E07000007,0.6755
E07000008,0.0163
E07000009,0.4153
E07000010,0.0103
E07000011,0.7542
E07000012,0.0341
E07000026,0.3203
E07000027,0.1081
E07000028,0.9306
E07000029,0.0177
E07000030,0.3153
E07000031,0.0327
E07000032,0.3689
E07000033,0.0122
E07000034,0.0689
E07000035,0.0646
E07000036,0.0233
E07000037,0.5504
E07000038,0.3055
E07000039,0.0065
E07000040,0.7094
E07000041,0.4653
E07000042,0.6641
E07000043,0.2855
E07000044,0.1444
E07000045,0.3293
E07000046,0.1209
E07000047,0
E07000061,0.6324
E07000062,0.2895
E07000063,0.0335
E07000064,0.1506
E07000065,0.128
E07000066,0.0071
E07000067,0.163
E07000068,0.4882
E07000069,0.2436
E07000070,0.7927
E07000071,0.5147
E07000072,0.6224
E07000073,0.2027
E07000074,0.1096
E07000075,0.0523
E07000076,0.3958
E07000077,0.7975
E07000078,0.596
E07000079,0.2285
E07000080,0.0401
E07000081,0.2849
E07000082,0.24
E07000083,0.3588
E07000084,0.1855
E07000085,0.6982
E07000086,0.1349
E07000087,0.8345
E07000088,0.215
E07000089,0.1073
E07000090,0.1829
E07000091,0.1625
E07000092,0.3597
E07000093,0.4465
E07000094,0.3541
E07000095,0.8066
E07000096,0.7689
E07000098,0.2306
E07000099,0.1308
E07000102,0.3559
E07000103,0.6952
E07000105,0.2478
E07000106,0.2267
E07000107,0.1875
E07000108,0.1628
E07000109,0.6636
E07000110,0.2799
E07000111,0.3885
E07000112,0.5476
E07000113,0.1625
E07000114,0.0145
E07000115,0.3625
E07000116,0.104
E07000117,0.0633
E07000118,0.839
E07000119,0.263
E07000120,0.2214
E07000121,0.0672
E07000122,0.7013
E07000123,0.3853
E07000124,0.0585
E07000125,0.5653
E07000126,0.3207
E07000127,0.4641
E07000128,0.2825
E07000129,0.3622
E07000130,0.1751
E07000131,0.2847
E07000132,0.4665
E07000133,0.2751
E07000134,0.0323
E07000135,0.4082
E07000136,0.0754
E07000137,0.2773
E07000138,0.6971
E07000139,0.0173
E07000140,0.4766
E07000141,0.4519
E07000142,0.143
E07000143,0.4377
E07000144,0.362
E07000145,0.0189
E07000146,0.0599
E07000147,0.3496
E07000148,0.0932
E07000149,0.4348
E07000150,0.7295
E07000151,0.1287
E07000152,0.541
E07000153,0.7376
E07000154,0.0098
E07000155,0.0056
E07000156,0.1441
E07000163,0.5209
E07000164,0.158
E07000165,0.3027
E07000166,0.6267
E07000167,0.2198
E07000168,0.3871
E07000169,0.4316
E07000170,0.4002
E07000171,0.4695
E07000172,0.5733
E07000173,0.7021
E07000174,0.5886
E07000175,0.6
E07000176,0.4549
E07000177,0.3388
E07000178,0.6714
E07000179,0.7062
E07000180,0.5963
E07000181,0.4027
E07000187,0.4245
E07000188,0.0056
E07000189,0.0068
E07000192,0.4972
E07000193,0.7616
E07000194,0.0603
E07000195,0.7403
E07000196,0.0583
E07000197,0.6218
E07000198,0.6771
E07000199,0.0837
E07000200,0
E07000202,0.4304
E07000203,0.7021
E07000207,0.3315
E07000208,0.2817
E07000209,0.8306
E07000210,0.5541
E07000211,0.8209
E07000212,0.5126
E07000213,0.1314
E07000214,0.013
E07000215,0.3967
E07000216,0.8606
E07000217,0.1804
E07000218,0.0729
E07000219,0.4874
E07000220,0.4109
E07000221,0.3328
E07000222,0.3468
E07000223,0.5019
E07000224,0.1
E07000225,0.1633
E07000226,0.5694
E07000227,0.338
E07000228,0.1994
E07000229,0.6006
E07000234,0.0427
E07000235,0.1318
E07000236,0.9089
E07000237,0.0244
E07000238,0.7298
E07000239,0.8357
E07000240,0.4911
E07000241,0.47
E07000242,0.3722
E07000243,0.3051
E07000244,0.0814
E07000245,0.371
E07000246,0.1303
E08000001,0.2118
E08000002,0.6537
E08000003,0.4752
E08000004,0.6218
E08000005,0.8152
E08000006,0.6203
E08000007,0.2648
E08000008,0.5283
E08000009,0.2576
E08000010,0.5132
E08000011,0.3163
E08000012,0.7356
E08000013,0.79
E08000014,0.3534
E08000015,0.4134
E08000016,0.1917
E08000017,0.0669
E08000018,0.1917
E08000019,0.1588
E08000021,0.4316
E08000022,0.1949
E08000023,0.4935
E08000024,0.4039
