analysis_timestamp,lad19cd,mean,low95,low90,low50,median,up50,up90,up95
2020-07-10T15:09:30Z,E07000192,0.7838539380278093,0.5012463615804301,0.5475278256568463,0.6384523174463151,0.7526050202838248,0.8894334848532255,1.0424284465298788,1.173515090720809
2020-07-10T15:09:30Z,E07000193,0.8164328246843645,0.37123857588831133,0.42820355783829595,0.557387486970133,0.7358549927534431,0.9936507896433722,1.2979456111616074,1.5696929606327858
2020-07-10T15:09:30Z,E07000194,0.8040893027889595,0.4960845289367565,0.5492653945420065,0.6404010516240015,0.7718351351687158,0.9270868830346254,1.1053509900239467,1.2196645909679373
2020-07-10T15:09:30Z,E07000195,0.9352005404777758,0.2975752784877462,0.3752696405023694,0.5228392473836752,0.7715128450016735,1.1724277630209201,1.6367119750758796,2.0191556656656444
2020-07-10T15:09:30Z,E07000196,0.8072306434090236,0.5180447667069707,0.5628811699362328,0.6492354019693205,0.7705413068989322,0.9396977847527137,1.1010670936188856,1.204008296085769
2020-07-10T15:09:30Z,E07000197,0.824583986379521,0.3898960369697696,0.44181042330052056,0.567209572432352,0.7516516463553793,0.9786108081563005,1.3124612761025942,1.5221896796666905
2020-07-10T15:09:30Z,E07000198,0.8437105909085678,0.3708599238574011,0.4233330188617738,0.5575415015777125,0.7584649305723344,1.0436247438636674,1.3708980104066155,1.6279344794985966
2020-07-10T15:09:30Z,E07000199,0.7994242071604978,0.39400535813948295,0.45067135626821614,0.563325100831463,0.7346228765237145,0.952561383966864,1.2212372669820717,1.4073988262610653
2020-07-10T15:09:30Z,E07000200,0.9036425807319581,0.5201704265316567,0.5778035633181867,0.6913782494597733,0.8632467790143536,1.0657093409720617,1.3098427627002225,1.4318818087999547
2020-07-10T15:09:30Z,E07000202,1.0082297368168383,0.3530007984555968,0.438479688391328,0.6168245579130349,0.8829097035220255,1.2385904977136233,1.7104836930562137,2.058583275982199
2020-07-10T15:09:30Z,E07000203,0.913710038836623,0.4731714285410463,0.5407489199252227,0.6760131045192601,0.8530893885834612,1.0956096571215055,1.3325468183734133,1.521561651235579
2020-07-10T15:09:30Z,E07000207,0.8294784249195163,0.5663582047555009,0.6025641597290333,0.692385135083232,0.806176835185729,0.9433554273554455,1.0898325000928681,1.1552922715534333
2020-07-10T15:09:30Z,E07000208,0.8874305974979957,0.5190281727361615,0.5840778471800545,0.6967252017459946,0.8527701659193254,1.0260377935096492,1.2618450425002554,1.4008589801048468
2020-07-10T15:09:30Z,E07000209,0.8401458237441136,0.46586508857900855,0.5249145458403847,0.6331853785499678,0.797459198510033,0.9970663042417148,1.1925064701736978,1.342329270832811
2020-07-10T15:09:30Z,E07000210,0.8563514847551774,0.5556061315437291,0.6044052203683548,0.6941656720078295,0.8334590972992622,0.9887591553085501,1.1493309881152005,1.247338466960926
2020-07-10T15:09:30Z,E07000211,0.9722545110626278,0.4208271563268704,0.4931749278337428,0.6359631523749146,0.843358380453437,1.1893522712698585,1.6388905286555464,1.93718507784833
2020-07-10T15:09:30Z,E07000212,0.8220624770216695,0.5658033806966908,0.6109809066030801,0.6960164407990503,0.8081320905104675,0.9266772766833054,1.058340868247312,1.1308677878392464
2020-07-10T15:09:30Z,E07000213,0.8554837956241297,0.5041717830775164,0.5629383319416306,0.6707147418064568,0.8257009653693592,0.9885073028833261,1.1810351701603838,1.3023701356984714
2020-07-10T15:09:30Z,E07000214,0.8488206761432657,0.4099320078691321,0.4671720270574258,0.5997146265156146,0.7804942071147654,1.0180027972101102,1.3082977021927074,1.5244582968807987
2020-07-10T15:09:30Z,E07000215,0.8888833438503583,0.4770001095556745,0.544891360833157,0.6668148942772145,0.8252374895919077,1.0549299359865663,1.3120626584569917,1.497351800039471
2020-07-10T15:09:30Z,E07000216,0.8896741689615908,0.40826371983351334,0.47544389642196627,0.6227051496468219,0.8277357420474527,1.0890220002850224,1.3555425884504453,1.6280574021883802
2020-07-10T15:09:30Z,E07000217,0.7949411766817056,0.45327457795901077,0.5092659144380566,0.6171598658382709,0.7503510601234396,0.9286002250657661,1.1432433947919654,1.27375986372218
2020-07-10T15:09:30Z,E07000218,0.8098136229936633,0.5142556476895068,0.5486105725730928,0.6427693759893018,0.7593969362486819,0.9237759106996353,1.1132487148253507,1.263789568017148
2020-07-10T15:09:30Z,E07000219,1.1701931831683203,0.2976200316984075,0.3738090996473822,0.5676965976803057,0.9004510492893829,1.4506361449776972,2.2950907100044926,3.037477451231751
2020-07-10T15:09:30Z,E07000220,0.7621680836061998,0.435262011435361,0.4745593568322899,0.5585321654791997,0.6969166010897507,0.8784228097057606,1.1357896998519235,1.3339224787013921
2020-07-10T15:09:30Z,E07000221,0.8751634609009479,0.4517632351327813,0.5145133014194604,0.6280165713759798,0.8151189756103763,1.0392714451632505,1.3254148926496385,1.5302937220072907
2020-07-10T15:09:30Z,E07000222,0.8163548101068575,0.5508666495179575,0.5900648954033894,0.6684699815899502,0.7847037542700694,0.9233949018798149,1.0804343495582764,1.200108915640781
2020-07-10T15:09:30Z,E07000223,0.8626458093760709,0.46495177606782045,0.5313120985921652,0.6442304478508081,0.8002198405386388,1.0485477424024985,1.2738054521817774,1.4151979069023697
2020-07-10T15:09:30Z,E07000224,0.8524736204959223,0.5083887369370481,0.5747901175732706,0.671379199242867,0.8049347575128197,0.9969006703138275,1.1838145873426578,1.3574742298523395
2020-07-10T15:09:30Z,E07000225,0.8331991594551317,0.5882224003611183,0.6308863262348943,0.710485081199644,0.8094810467359592,0.9469505652078428,1.0697267634802328,1.1449777108904027
2020-07-10T15:09:30Z,E07000226,0.8613398578419369,0.57351848228443425,0.6147351130384208,0.7078098899783289,0.8371808660353978,0.9825053081142093,1.150208120064187,1.2544903182619438
2020-07-10T15:09:30Z,E07000227,0.9502190876385621,0.4093047958451821,0.4765444834640069,0.6183159737298356,0.8458693432101427,1.1660440936930936,1.523323491076187,1.8410332562502345
2020-07-10T15:09:30Z,E07000228,0.9440448145459528,0.3954047106324739,0.4707604776459356,0.6193042954850038,0.8590688247620633,1.1577700472374735,1.5198479033309338,1.8138670149257012
2020-07-10T15:09:30Z,E07000229,0.905883857444687,0.34126461522266455,0.4125149497176814,0.560537382875473,0.7892046896590152,1.0804721028432758,1.5465726416128358,1.91668044790109
