lad19cd,ex_prob
E06000001,0.6681
E06000002,0.583
E06000003,0.3758
E06000004,0.2879
E06000005,0.2384
E06000006,0.9883
E06000007,0.746
E06000008,0.9301
E06000009,0.9891
E06000010,0.0707
E06000011,0.0554
E06000012,0.0379
E06000013,0.2522
E06000014,0.3795
E06000015,0.7383
E06000016,0.7327
E06000017,0.1123
E06000018,0.4188
E06000019,0.0902
E06000020,0.1955
E06000021,0.6343
E06000022,0.1807
E06000023,0.0435
E06000024,0.6303
E06000025,0.4832
E06000026,0.0846
E06000027,0.0392
E06000030,0.0604
E06000031,0.0186
E06000032,0.7484
E06000033,0.0984
E06000034,0.2043
E06000035,0.0875
E06000036,0.3015
E06000037,0.0118
E06000038,0.01
E06000039,0.0837
E06000040,0.2082
E06000041,0.045
E06000042,0.1537
E06000043,0.1084
E06000044,0.0578
E06000045,0.2081
E06000046,0.0289
E06000047,0.4063
E06000049,0.4034
E06000050,0.4195
E06000051,0.1017
"E06000052,E06000053",0.333
E06000054,0.1213
E06000055,0.14
E06000056,0.4271
E06000057,0.866
E06000058,0.1803
E06000059,0.0067
E07000004,0.3225
E07000005,0.0891
E07000006,0.059
E07000007,0.3832
E07000008,0.0307
E07000009,0.0097
E07000010,0.0677
E07000011,0.0253
E07000012,0.036
E07000026,0.4004
E07000027,0.9443
E07000028,0.1001
E07000029,0.6133
E07000030,0.4619
E07000031,0.3011
E07000032,0.3709
E07000033,0.2523
E07000034,0.043
E07000035,0.3386
E07000036,0.471
E07000037,0.4604
E07000038,0.5517
E07000039,0.4699
E07000040,0.0935
E07000041,0.0184
E07000042,0.2802
E07000043,0.0032
E07000044,0.0036
E07000045,0.0063
E07000046,0.0197
E07000047,0.0308
E07000061,0.1206
E07000062,0.0109
E07000063,0.0131
E07000064,0.0543
E07000065,0.0105
E07000066,0.468
E07000067,0.1172
E07000068,0.2701
E07000069,0.2168
E07000070,0.1344
E07000071,0.138
E07000072,0.6715
E07000073,0.318
E07000074,0.1879
E07000075,0.1017
E07000076,0.2107
E07000077,0.6653
E07000078,0.2012
E07000079,0.2038
E07000080,0.1245
E07000081,0.3271
E07000082,0.0898
E07000083,0.029
E07000084,0.0127
E07000085,0.2212
E07000086,0.0404
E07000087,0.0741
E07000088,0.0212
E07000089,0.1503
E07000090,0.4091
E07000091,0.0368
E07000092,0.2238
E07000093,0.1398
E07000094,0.0356
E07000095,0.9136
E07000096,0.0779
E07000098,0.9332
E07000099,0.4985
E07000102,0.0546
E07000103,0.6967
E07000105,0.3111
E07000106,0.1719
E07000107,0.2632
E07000108,0.0045
E07000109,0.3876
E07000110,0.087
E07000111,0.0113
E07000112,0.0181
E07000113,0.3749
E07000114,0.0321
E07000115,0.0095
E07000116,0.1591
E07000117,0.9913
E07000118,0.7232
E07000119,0.7257
E07000120,0.9784
E07000121,0.4987
E07000122,0.9966
E07000123,0.977
E07000124,0.1295
E07000125,0.9995
E07000126,0.5481
E07000127,0.7945
E07000128,0.9067
E07000129,0.6721
E07000130,0.7298
E07000131,0.1717
E07000132,0.1429
E07000133,0.0185
E07000134,0.0318
E07000135,0.8432
E07000136,0.2051
E07000137,0.1721
E07000138,0.6346
E07000139,0.1058
E07000140,0.0037
E07000141,0.1789
E07000142,0.6825
E07000143,0.051
E07000144,0.0951
E07000145,0.6577
E07000146,0.1993
E07000147,0.0012
E07000148,0.0121
E07000149,0.0318
E07000150,0.5627
E07000151,0.0697
E07000152,0.0657
E07000153,0.338
E07000154,0.024
E07000155,0.1211
E07000156,0.3052
E07000163,0.8419
E07000164,0.4135
E07000165,0.3519
E07000166,0.2418
E07000167,0.009
E07000168,0.4672
E07000169,0.653
E07000170,0.1112
E07000171,0.1253
E07000172,0.4742
E07000173,0.223
E07000174,0.3092
E07000175,0.2737
E07000176,0.6136
E07000177,0.5401
E07000178,0.5568
E07000179,0.0551
E07000180,0.1545
E07000181,0.0712
E07000187,0.4297
E07000188,0.0336
E07000189,0.0142
E07000192,0.4191
E07000193,0.3526
E07000194,0.5007
E07000195,0.077
E07000196,0.5037
E07000197,0.5107
E07000198,0.3281
E07000199,0.4609
E07000200,0.0742
E07000202,0.0246
E07000203,0.1995
E07000207,0.118
E07000208,0.5952
E07000209,0.0586
E07000210,3e-4
E07000211,0.0586
E07000212,0.6583
E07000213,0.0362
E07000214,0.1671
E07000215,0.3919
E07000216,0.0846
E07000217,0.1291
E07000218,0.1752
E07000219,0.7778
E07000220,0.8417
E07000221,0.3116
E07000222,0.1887
E07000223,0.6762
E07000224,0.2456
E07000225,0.4106
E07000226,2e-4
E07000227,0.1492
E07000228,0.0368
E07000229,0.7466
E07000234,0.0472
E07000235,0.1159
E07000236,0.0744
E07000237,0.49
E07000238,0.0134
E07000239,0.6003
E07000240,0.6304
E07000241,0.0881
E07000242,0.1956
E07000243,0.3529
E07000244,0.0032
E07000245,0.2388
E07000246,2e-4
E08000001,0.7656
E08000002,0.9562
E08000003,0.8355
E08000004,0.9343
E08000005,0.9254
E08000006,0.8438
E08000007,0.74
E08000008,0.9266
E08000009,0.4512
E08000010,0.9431
E08000011,0.9012
E08000012,0.8217
E08000013,0.9001
E08000014,0.9226
E08000015,0.8736
E08000016,0.1817
E08000017,0.8452
E08000018,0.5123
E08000019,0.4417
E08000021,0.8108
E08000022,0.8767
E08000023,0.98
E08000024,0.7381
E08000025,0.3197
E08000026,0.56
E08000027,0.2946
E08000028,0.4551
E08000029,0.3876
