lad19cd,ex_prob
E06000001,0.4067
E06000002,0.9552
E06000003,0.9934
E06000004,0.8543
E06000005,0.0994
E06000006,0.0396
E06000007,0.5834
E06000008,0.8169
E06000009,0.6818
E06000010,0.1974
E06000011,0.036
E06000012,0.0777
E06000013,0.3439
E06000014,0.7144
E06000015,0.2925
E06000016,0.2629
E06000017,0.6
E06000018,0.5554
E06000019,0.0083
E06000020,0.0339
E06000021,0.2615
E06000022,0.2715
E06000023,0.2072
E06000024,0.4741
E06000025,0.2858
E06000026,0.5709
E06000027,0.4169
E06000030,0.3922
E06000031,0.9492
E06000032,0.1649
E06000033,0.6693
E06000034,0.4335
E06000035,0.1077
E06000036,0.1144
E06000037,0.5576
E06000038,0.7348
E06000039,0.4578
E06000040,0.3678
E06000041,0.2328
E06000042,0.2971
E06000043,0.6793
E06000044,0.1849
E06000045,0.8508
E06000046,0.2633
E06000047,0.4669
E06000049,0.2996
E06000050,0.1234
E06000051,0.2511
"E06000052,E06000053",0.007
E06000054,0.017
E06000055,0.5537
E06000056,0.631
E06000057,0.2947
E06000058,0.0967
E06000059,0.0354
E07000004,0.2958
E07000005,0.6915
E07000006,0.1843
E07000007,0.8381
E07000008,0.9394
E07000009,0.027
E07000010,0.2821
E07000011,0.2654
E07000012,0.5204
E07000026,0.6953
E07000027,0
E07000028,0.3911
E07000029,0.5548
E07000030,0.1441
E07000031,0.0414
E07000032,0.0028
E07000033,0.7089
E07000034,0.0119
E07000035,0.2852
E07000036,0.6761
E07000037,0.5611
E07000038,0.0981
E07000039,0.3145
E07000040,0.2889
E07000041,0.1737
E07000042,0.6264
E07000043,0.245
E07000044,0.7376
E07000045,0.0978
E07000046,0
E07000047,0
E07000061,0.68
E07000062,0.9681
E07000063,0.1767
E07000064,0.2623
E07000065,0.4836
E07000066,0.4299
E07000067,0.0132
E07000068,0.7638
E07000069,0.4165
E07000070,0.4503
E07000071,0.4226
E07000072,0.8138
E07000073,0.0397
E07000074,0.3849
E07000075,0.9146
E07000076,8e-4
E07000077,0.6812
E07000078,0.2667
E07000079,0.0735
E07000080,0.1758
E07000081,0.3329
E07000082,0.1783
E07000083,0.1616
E07000084,0.2993
E07000085,0.6978
E07000086,0.1058
E07000087,0.1177
E07000088,0.2684
E07000089,0.3276
E07000090,0.2029
E07000091,0.8984
E07000092,0.0772
E07000093,0.046
E07000094,0.7523
E07000095,0.1439
E07000096,0.8983
E07000098,0.5063
E07000099,0.6148
E07000102,0.7303
E07000103,0.9469
E07000105,0
E07000106,0.0172
E07000107,0.7768
E07000108,0.0914
E07000109,0.0888
E07000110,0.0369
E07000111,0.6936
E07000112,0.1786
E07000113,0.0896
E07000114,0.6583
E07000115,0.0826
E07000116,0.2497
E07000117,0.7592
E07000118,0.0774
E07000119,0.0994
