lad19cd,ex_prob
E06000001,0.5422
E06000002,0.9014
E06000003,0.1289
E06000004,0.3334
E06000005,0.5682
E06000006,0.5297
E06000007,0.5568
E06000008,0.9965
E06000009,0.4925
E06000010,0.5592
E06000011,0.059
E06000012,0.2735
E06000013,0.2748
E06000014,0.201
E06000015,0.4501
E06000016,0.8007
E06000017,0.8192
E06000018,0.6316
E06000019,0.067
E06000020,0.9353
E06000021,0.021
E06000022,0.1825
E06000023,0.1734
E06000024,0.3132
E06000025,0.4096
E06000026,0.4108
E06000027,0.6368
E06000030,0.7653
E06000031,0.7113
E06000032,0.9987
E06000033,0.8122
E06000034,0.8131
E06000035,0.1317
E06000036,0.1023
E06000037,0.6806
E06000038,0.7457
E06000039,0.5498
E06000040,0.7038
E06000041,0.4659
E06000042,0.4507
E06000043,0.7993
E06000044,0.1162
E06000045,0.0879
E06000046,0
E06000047,0.159
E06000049,0.6017
E06000050,0.1767
E06000051,0.0431
"E06000052,E06000053",0.058
E06000054,0.4215
E06000055,0.9755
E06000056,0.8701
E06000057,0.2529
E06000058,0.4047
E06000059,0.285
E07000004,0.3572
E07000005,0.4114
E07000006,0.3183
E07000007,0.5577
E07000008,0.0916
E07000009,0.7019
E07000010,0.8491
E07000011,0.9441
E07000012,0.3498
E07000026,0.8069
E07000027,0
E07000028,0.9645
E07000029,0.3658
E07000030,0.9822
E07000031,0.6046
E07000032,0.4816
E07000033,0.5653
E07000034,0.41
E07000035,0.2407
E07000036,0.2013
E07000037,0.545
E07000038,0.4197
E07000039,0.6117
E07000040,0.925
E07000041,0.8393
E07000042,0.6992
E07000043,0
E07000044,0.3828
E07000045,0.9747
E07000046,0
E07000047,0
E07000061,0.9138
E07000062,0.5191
E07000063,0.5078
E07000064,0.1848
E07000065,0.8458
E07000066,0.4399
E07000067,0.5015
E07000068,0.2733
E07000069,0.7275
E07000070,0.4181
E07000071,0.7756
E07000072,0.5266
E07000073,0.4596
E07000074,0.324
E07000075,0.2592
E07000076,0.9818
E07000077,0.6499
E07000078,0.6783
E07000079,0
E07000080,0.2656
E07000081,0.4482
E07000082,0.1931
E07000083,0.1252
E07000084,0.393
E07000085,0.5797
E07000086,0.7912
E07000087,0.6967
E07000088,0.1881
E07000089,0
E07000090,0.7529
E07000091,0.6193
E07000092,0.2021
E07000093,0.1361
E07000094,0.6697
E07000095,0.052
E07000096,0.7587
E07000098,0.333
E07000099,0.4427
E07000102,0.449
E07000103,0.7971
E07000105,0.9564
E07000106,0.2502
E07000107,0.5748
E07000108,0.6878
E07000109,0.9704
E07000110,0.7991
E07000111,0.6808
E07000112,0.7827
E07000113,0.5217
E07000114,0.7223
E07000115,0.1731
E07000116,0.8995
E07000117,0.5789
E07000118,0.3308
E07000119,0.6178
E07000120,0.9678
E07000121,0.4925
E07000122,0.4928
E07000123,0.5816
E07000124,0
E07000125,0.5757
E07000126,0.3365
E07000127,0.5993
E07000128,0.354
E07000129,0.1839
E07000130,0.1048
E07000131,0.1176
E07000132,0.4716
E07000133,0.0774
E07000134,0.2623
E07000135,0.9538
E07000136,0.4484
E07000137,0.7425
